port_name,port_type,latitude,longitude,country,notes
"Hillsboro', N.B.",origin,,,,
"Hillsboro', N.S.",origin,,,,
Hillsborough,origin,,,,
Hillsborough N.B.,origin,,,,
Hillsbro',origin,,,,
Hirschberg,origin,,,,
Hjorthammar,origin,,,,
Hobart,origin,,,,
Hobart Town,origin,,,,
Hoenash,origin,,,,
Hofund,origin,,,,
Hofvid,origin,,,,
Hollen,origin,,,,
Holm,origin,,,,
Holmen,origin,,,,
Holmestrand,origin,,,,
Holms,origin,,,,
Holmstad,origin,,,,
Holmsund,origin,,,,
Holsingfors,origin,,,,
Holsta,origin,,,,
Homlstrand,origin,,,,
Hommebrik,origin,,,,
Hommelvig,origin,,,,
Hommelvik,origin,,,,
Honduras,origin,,,,
Honfleur,origin,,,,
Hopewell Cape,origin,,,,
"Hopewell Cape, N.B.",origin,,,,
Hornefors,origin,,,,
Horningsholm,origin,,,,
Horseno,origin,,,,
Horsens,origin,,,,
Horten,origin,,,,
Hosnas,origin,,,,
Housie,origin,,,,
Hower,origin,,,,
Huddickwall,origin,,,,
Hudicksvall,origin,,,,
Hudikowall,origin,,,,
Hudiksval,origin,,,,
Hudikswal',origin,,,,
Hudikswall,origin,,,,
Huelva,origin,,,,
Hulf,origin,,,,
Hull,origin,,,,
Hulst,origin,,,,
Hummelvik,origin,,,,
Husbyvick,origin,,,,
Hushgoik,origin,,,,
Hussein,origin,,,,
Husum,origin,,,,
Hyvik,origin,,,,
Härnösand,origin,,,,
IN,origin,,,,
Ida,origin,,,,
Idefjord,origin,,,,
Iggesund,origin,,,,
Igzesund,origin,,,,
Inverleith Windau,origin,,,,
Inverness,origin,,,,
Ipswich,origin,,,,
Iraskjoldsvik,origin,,,,
Istanbul,origin,,,,
Italy,origin,,,,
Itiga,origin,,,,
Itzehoe,origin,,,,
Ivetofta,origin,,,,
Jacksonville,origin,,,,
Jacobstadt,origin,,,,
Jacques River,origin,,,,
"Jacquit River, N.B.",origin,,,,
Jakobstad,origin,,,,
Jamacia,origin,,,,
Jamaica,origin,,,,
Janssen,origin,,,,
Java,origin,,,,
Jemtosund,origin,,,,
Jerfed,origin,,,,
Jernen,origin,,,,
Jersey,origin,,,,
Jesfed,origin,,,,
Joannesund,origin,,,,
"Joggins, N.S.",origin,,,,
Johan,origin,,,,
Johannadal,origin,,,,
Johannedal,origin,,,,
Johannesnass,origin,,,,
Johannesvik,origin,,,,
John,origin,,,,
Jones,origin,,,,
Jordan River,origin,,,,
"Jordan River, N.S.",origin,,,,
Jorfed,origin,,,,
Josephine,origin,,,,
Jule,origin,,,,
Jull,origin,,,,
K. Tor,origin,,,,
Kaanessari,origin,,,,
Kaipara,origin,,,,
Kalajoki,origin,,,,
Kalix,origin,,,,
Kallera,origin,,,,
Kallero,origin,,,,
Kallio,origin,,,,
Kalmar,origin,,,,
Kannessauri,origin,,,,
Kannisaari,origin,,,,
Kannisaarri,origin,,,,
Kannissaari,origin,,,,
Kannissan,origin,,,,
Kannissaru,origin,,,,
Karenhdel,origin,,,,
Karholm,origin,,,,
Karhula,origin,,,,
Karistad,origin,,,,
Karleby,origin,,,,
Karlruhs,origin,,,,
Karlscrona,origin,,,,
Karlshamn,origin,,,,
Karlskrona,origin,,,,
Karlstad,origin,,,,
Karten,origin,,,,
Kaska,origin,,,,
Kasko,origin,,,,
Kathammaravik,origin,,,,
Katka,origin,,,,
Katthammaravik,origin,,,,
Katthammarsvik,origin,,,,
Kaumussan,origin,,,,
Kaunessari,origin,,,,
Kaunissaari,origin,,,,
Kaunussari,origin,,,,
Kaurnussaari,origin,,,,
Kem,origin,,,,
Kemel,origin,,,,
Kemi,origin,,,,
Keret,origin,,,,
Kerni,origin,,,,
Kersvik,origin,,,,
Key West,origin,,,,
Kiga,origin,,,,
Killeviken,origin,,,,
Kimouski,origin,,,,
Kimovski,origin,,,,
Kingero,origin,,,,
Kingsgar,origin,,,,
Kingsgarden,origin,,,,
Kingston,origin,,,,
"Kingston, Jamaica",origin,,,,
Kioja,origin,,,,
Kisoer,origin,,,,
Kjlorn,origin,,,,
Kjorn,origin,,,,
Klaipeda,origin,,,,
Klampenberg,origin,,,,
Klampenborg,origin,,,,
Klampenburg,origin,,,,
Klasviken,origin,,,,
Klintehamn,origin,,,,
Klintsham,origin,,,,
Klippe,origin,,,,
Knysna,origin,,,,
Ko,origin,,,,
Kobe,origin,,,,
Koga,origin,,,,
Kohlboda,origin,,,,
Koja,origin,,,,
Kolboden,origin,,,,
Kon'gsberg,origin,,,,
Kong,origin,,,,
Kongsmo,origin,,,,
Konigsberg,origin,,,,
Konigsborg,origin,,,,
Konigsburg,origin,,,,
Koping,origin,,,,
Kopmanhalmon,origin,,,,
Kopmanholman,origin,,,,
Kopmanholmen,origin,,,,
Koppvik,origin,,,,
Kor gaborg,origin,,,,
Kothka,origin,,,,
Kotja,origin,,,,
Kotka,origin,,,,
Kotka and Wyborg,origin,,,,
Kovda,origin,,,,
Koy,origin,,,,
Kraeroe,origin,,,,
Krageoe,origin,,,,
Kragerce,origin,,,,
Kragero,origin,,,,
Kragerroe,origin,,,,
Kramfors,origin,,,,
Kramfors and Nordmaling,origin,,,,
Krasko,origin,,,,
Kristiania,origin,,,,
Kristianopol,origin,,,,
Kristinestad,origin,,,,
Kronstadt,origin,,,,
Kubikenborg,origin,,,,
Kungagarden,origin,,,,
Kungsbacka,origin,,,,
Kungsgarden,origin,,,,
Kungsgarten,origin,,,,
Kungshamn,origin,,,,
Kurrachee,origin,,,,
Kvlorn,origin,,,,
Kylom,origin,,,,
Kyloren,origin,,,,
L' Orient,origin,,,,
L'Eguille,origin,,,,
L. H. Carl,origin,,,,
LAGOS,origin,,,,
LIBAU,origin,,,,
La Faon,origin,,,,
La Plata,origin,,,,
La Roche-Bernard,origin,,,,
La Rochefort,origin,,,,
La Rochelle,origin,,,,
La Tremblade,origin,,,,
La Trinite,origin,,,,
La Vera Cruz,origin,,,,
Labarette,origin,,,,
Lagos,origin,,,,
Laguna,origin,,,,
Laguna de Terminos,origin,,,,
Lagunade,origin,,,,
Laguno,origin,,,,
Lahou qty logs and timber sundry consignees,origin,,,,
Laing,origin,,,,
Lake Wetter,origin,,,,
Lalaja,origin,,,,
Landerneau,origin,,,,
Landgangen,origin,,,,
Landsburg,origin,,,,
Landscrona,origin,,,,
Landskrona,origin,,,,
Landswall,origin,,,,
Landvik,origin,,,,
Lang,origin,,,,
Langangen,origin,,,,
Langangfjord,origin,,,,
Langen,origin,,,,
Langessund,origin,,,,
Langesund,origin,,,,
Langford,origin,,,,
Langoer,origin,,,,
Langronna,origin,,,,
Langror,origin,,,,
Lappmanholmen,origin,,,,
Lappvik,origin,,,,
Largs,origin,,,,
Larva,origin,,,,
Larvik,origin,,,,
Las Palmas,origin,,,,
Last week several accidents occurred at Mr. Statham's saw,origin,,,,
Lauenburg,origin,,,,
Lauivg,origin,,,,
Launay,origin,,,,
Launig,origin,,,,
Lauroig,origin,,,,
Laurrig,origin,,,,
Laurvig,origin,,,,
Laurvigen,origin,,,,
Lavender Dk,origin,,,,
Lavia,origin,,,,
Law,origin,,,,
Le Faou,origin,,,,
Le Havre,origin,,,,
Le Tremblade,origin,,,,
Le'que,origin,,,,
Leer,origin,,,,
Lefjefjord,origin,,,,
Legne,origin,,,,
Legue,origin,,,,
Leontine,origin,,,,
Leopold,origin,,,,
Lepreux,origin,,,,
Leque,origin,,,,
Leroy,origin,,,,
Lervik,origin,,,,
Levanger,origin,,,,
Levarger,origin,,,,
Levo,origin,,,,
Liban,origin,,,,
Liepāja,origin,,,,
Lieutenant von Wetzleten,origin,,,,
Lieutenant von Witzleben,origin,,,,
Lilla Vartan,origin,,,,
Lilla Varten,origin,,,,
Lilla Wartan,origin,,,,
Lilla Warten,origin,,,,
Lillesand,origin,,,,
Limerick,origin,,,,
Limo,origin,,,,
Linkoping,origin,,,,
Lisbon,origin,,,,
Liscomb,origin,,,,
Liscomb Harbour,origin,,,,
"Liscomb, N.S.",origin,,,,
"Liscombe, N.S.",origin,,,,
"Littleton, N.Z.",origin,,,,
Liverpool,origin,,,,
"Liverpool, N.S.",origin,,,,
Livingston,origin,,,,
Livorno,origin,,,,
Ljuene,origin,,,,
Ljughorn,origin,,,,
Ljurne,origin,,,,
Ljusne,origin,,,,
Lockne,origin,,,,
Lockno,origin,,,,
Lofvik,origin,,,,
Loient,origin,,,,
London,origin,,,,
Londorgroen,origin,,,,
Lorenz,origin,,,,
Lorient,origin,,,,
Lorkno,origin,,,,
Lornas,origin,,,,
Louise,origin,,,,
Louvain,origin,,,,
Lovisa,origin,,,,
Lower Kalix,origin,,,,
Lower Lauenburg,origin,,,,
Lu'ea,origin,,,,
Luarca,origin,,,,
Lubeck,origin,,,,
Ludvig,origin,,,,
Lugnooh,origin,,,,
Lugnvik,origin,,,,
Luguvik,origin,,,,
Luhe,origin,,,,
Lulea,origin,,,,
Lulea and Skelleftea,origin,,,,
Lules,origin,,,,
Lund,origin,,,,
Lunde,origin,,,,
Luvia,origin,,,,
Luvik,origin,,,,
Lymington,origin,,,,
Lyngoer,origin,,,,
Lyngoor,origin,,,,
Lyrgoer,origin,,,,
Lysekil,origin,,,,
Lysekvil,origin,,,,
MADAGASCAR,origin,,,,
MANZANILLO,origin,,,,
MEMEL,origin,,,,
MESANE,origin,,,,
"MILL COMPANY, Johnstone Saw",origin,,,,
"MILL, PORT",origin,,,,
MONTROSE,origin,,,,
Mabon,origin,,,,
Macane,origin,,,,
Maccaw,origin,,,,
Madagascar,origin,,,,
Madras,origin,,,,
Madsen,origin,,,,
Magdalen River,origin,,,,
Mahone Bay,origin,,,,
Maija,origin,,,,
Maja,origin,,,,
Makslahti,origin,,,,
Makslaks,origin,,,,
Malja,origin,,,,
Malmo,origin,,,,
Malmstadt,origin,,,,
Mandal,origin,,,,
Manilla,origin,,,,
Manzanilla,origin,,,,
Manzanillo,origin,,,,
Maracaibo,origin,,,,
Maraham,origin,,,,
Maramham,origin,,,,
Maranham,origin,,,,
Margarethe,origin,,,,
Margretha,origin,,,,
Margrethe,origin,,,,
Maria,origin,,,,
Marie,origin,,,,
Marie Windau,origin,,,,
Marieberg,origin,,,,
Marieborg,origin,,,,
Mariehamn,origin,,,,
Mariehill,origin,,,,
Marin,origin,,,,
Marino,origin,,,,
Marma,origin,,,,
Maros,origin,,,,
Marseilles,origin,,,,
Marstal,origin,,,,
Marstrand,origin,,,,
Mass,origin,,,,
Matane,origin,,,,
Matanzas,origin,,,,
Matawa,origin,,,,
Mauritius,origin,,,,
Mauritzberg,origin,,,,
Mayaguez,origin,,,,
Mazatlan,origin,,,,
Mazzarelli,origin,,,,
Mculmein,origin,,,,
Mediterranean,origin,,,,
Medleaks,origin,,,,
Melbourne,origin,,,,
Melbu,origin,,,,
Melchers,origin,,,,
Mem,origin,,,,
Mentz,origin,,,,
Mera,origin,,,,
Mercury Bay,origin,,,,
Merlaix,origin,,,,
Meschers,origin,,,,
Mesen,origin,,,,
Mesquer,origin,,,,
Messina,origin,,,,
Mestis,origin,,,,
Meta,origin,,,,
Metane,origin,,,,
Metis,origin,,,,
Mexico,origin,,,,
Middlepart,origin,,,,
Milford,origin,,,,
Milk River,origin,,,,
Miller,origin,,,,
Millwall Dk,origin,,,,
Milsamvig,origin,,,,
Milsemvig,origin,,,,
Minatitlan,origin,,,,
Minde,origin,,,,
Minititlan,origin,,,,
Miramichi,origin,,,,
Miramichi York,origin,,,,
"Miramichi, N.B.",origin,,,,
Miramishi,origin,,,,
Miridan,origin,,,,
Missouri,origin,,,,
Mo,origin,,,,
Mobile,origin,,,,
"Mobile, Ala.",origin,,,,
Mogensen,origin,,,,
Molde,origin,,,,
Moller,origin,,,,
Mona's Isle,origin,,,,
Monastir,origin,,,,
"Moncton, N.B.",origin,,,,
Mone,origin,,,,
Monksund,origin,,,,
Monsquodoboit,origin,,,,
Monsteraas,origin,,,,
Monsteros,origin,,,,
Montego Bay,origin,,,,
Montevideo,origin,,,,
Montreal,origin,,,,
Montreal and Quebec,origin,,,,
Montreal and Three Rivers,origin,,,,
Montreal via London,origin,,,,
Montrose,origin,,,,
Morant Bay,origin,,,,
Morennes,origin,,,,
Morlaix,origin,,,,
Morliax,origin,,,,
Mosane,origin,,,,
Mose,origin,,,,
"Moser River, N.S.",origin,,,,
Moss,origin,,,,
Moss and Holmestrand,origin,,,,
Mossel Bay,origin,,,,
Moulmein,origin,,,,
Moum,origin,,,,
Muhlgraben,origin,,,,
Muhlgraven,origin,,,,
Munksund,origin,,,,
Muolsund,origin,,,,
Muros,origin,,,,
Murphy,origin,,,,
Murray,origin,,,,
Murray Bay,origin,,,,
Murray Harbour,origin,,,,
Musquash,origin,,,,
"Musquash, N. B.",origin,,,,
"Musquash, N.B.",origin,,,,
Musquodoboit,origin,,,,
Myonus,origin,,,,
Mönsterås,origin,,,,
N,origin,,,,
N. Orleans,origin,,,,
N. York,origin,,,,
N.B.,origin,,,,
Naaka,origin,,,,
Nacka,origin,,,,
Nadoscha,origin,,,,
Nafso,origin,,,,
Namso,origin,,,,
Namsos,origin,,,,
Nantes,origin,,,,
Nantes and Bordeaux,origin,,,,
Narrkoping,origin,,,,
Narva,origin,,,,
Narvic,origin,,,,
Narvik,origin,,,,
Naskaske,origin,,,,
Naske,origin,,,,
Naskee,origin,,,,
Nassau,origin,,,,
Nassau Tonala,origin,,,,
Nastor,origin,,,,
Neder Kalix and Sweden,origin,,,,
Nedercalix,origin,,,,
Nederkalik,origin,,,,
Nederkalix,origin,,,,
Nersuoes,origin,,,,
Ness,origin,,,,
Neuvelle,origin,,,,
Neva,origin,,,,
Nevis,origin,,,,
New Brunswick,origin,,,,
New Carlisle,origin,,,,
"New Mills, N.B.",origin,,,,
New O.leans,origin,,,,
New Orleans,origin,,,,
"New Orleans to Belfast, trans",origin,,,,
New Port,origin,,,,
New Richmond,origin,,,,
"New Richmond, N.B.",origin,,,,
New River,origin,,,,
New Ross,origin,,,,
New York,origin,,,,
"New York, U.S.",origin,,,,
Newburgh,origin,,,,
Newcast'e,origin,,,,
Newcastle,origin,,,,
"Newcastle, N.B.",origin,,,,
Newfairwater,origin,,,,
Newfoundland,origin,,,,
Newport,origin,,,,
Newport Mews,origin,,,,
Newport News,origin,,,,
"Newport News, V.",origin,,,,
"Newport News, Va",origin,,,,
"Newport News, Va.",origin,,,,
"Newport, Va.",origin,,,,
Newry,origin,,,,
Niedercallix,origin,,,,
Nivero,origin,,,,
Njvik,origin,,,,
Noderkalix,origin,,,,
Nora,origin,,,,
Nordkoping,origin,,,,
Nordmaling,origin,,,,
Norfolk,origin,,,,
Norfolk News,origin,,,,
Norfolk and Newport News,origin,,,,
"Norfolk, N.S.",origin,,,,
"Norfolk, V.A.",origin,,,,
"Norfolk, VA.",origin,,,,
"Norfolk, Va",origin,,,,
"Norfolk, Var.",origin,,,,
Norrjelge,origin,,,,
Norrkoping,origin,,,,
Norrsund,origin,,,,
Norrsundet,origin,,,,
Norrtelge,origin,,,,
Norrtelje,origin,,,,
Norrvik,origin,,,,
Norrviken,origin,,,,
Norsholm,origin,,,,
Nortelge,origin,,,,
"North Port, N.S.",origin,,,,
Northport,origin,,,,
"Northport, U.S.",origin,,,,
Norvik,origin,,,,
Norway,origin,,,,
Norway Yd,origin,,,,
Norwegian,origin,,,,
Noskey,origin,,,,
Nossi Be,origin,,,,
Nouvelle,origin,,,,
Nova Scotia,origin,,,,
Now Orleans,origin,,,,
Now York,origin,,,,
Noya,origin,,,,
Nuevitas,origin,,,,
"Nvhamn, Soderhamn",origin,,,,
Nvhann,origin,,,,
Ny Carleby,origin,,,,
Ny Kopparberg,origin,,,,
"Ny, Karleby",origin,,,,
Nybamn,origin,,,,
Nyborg,origin,,,,
Nyburg,origin,,,,
Nycarleby,origin,,,,
Nyham,origin,,,,
Nyhamn,origin,,,,
Nyhaun,origin,,,,
Nykarbley,origin,,,,
Nykarleby,origin,,,,
Nykjobing,origin,,,,
Nykoping,origin,,,,
Nyland,origin,,,,
Nynamn,origin,,,,
"Nynamn, Soderhamn",origin,,,,
Nyrvik,origin,,,,
Nystad,origin,,,,
Nysted,origin,,,,
Nytorp,origin,,,,
Nyvic,origin,,,,
Nyvick,origin,,,,
Nyvik,origin,,,,
Nyw York,origin,,,,
O xe osund,origin,,,,
OABARETTE,origin,,,,
ON,origin,,,,
OUT OF PACKING,origin,,,,
Oaen,origin,,,,
Oak Bay,origin,,,,
"Oak Bay, N.B.",origin,,,,
"Oak Bay, N.B.,",origin,,,,
"Oak Bay, N.S.",origin,,,,
Oarril,origin,,,,
Obbola,origin,,,,
Odense,origin,,,,
Odense and Fredrikshamn,origin,,,,
Odense and Norrkoping,origin,,,,
Odessa,origin,,,,
Ogmore Co,origin,,,,
Old Calabar,origin,,,,
Old Harbour,origin,,,,
Olofsford,origin,,,,
Olofstors and Gefle,origin,,,,
Olskoldsvick,origin,,,,
Omsach,origin,,,,
Onega,origin,,,,
Onega and Soroka,origin,,,,
Onen,origin,,,,
Onkedalsorn,origin,,,,
Oplo,origin,,,,
Oploe,origin,,,,
Oporto,origin,,,,
Oran,origin,,,,
Oregon,origin,,,,
Oreground,origin,,,,
Oregrund,origin,,,,
Orendal,origin,,,,
Oresund,origin,,,,
Orient,origin,,,,
Orkedalen,origin,,,,
Orkedalsoren,origin,,,,
Orkidulsken,origin,,,,
Orleans,origin,,,,
Ornekj,origin,,,,
Ornoviken,origin,,,,
Ornskavik,origin,,,,
Ornskjoldvik,origin,,,,
Ornskoldsvik,origin,,,,
Ornskoldsvit,origin,,,,
Ornskoldswik,origin,,,,
Ornskolksvik,origin,,,,
Ornswall,origin,,,,
Oromocto,origin,,,,
Oronstadt,origin,,,,
Orotastadt,origin,,,,
Osbeck,origin,,,,
Oscar,origin,,,,
Oscarsbamn,origin,,,,
Oscarshamn,origin,,,,
Oscarshamp,origin,,,,
Oskarn,origin,,,,
Oskarshamn,origin,,,,
Osoarshamn,origin,,,,
Ostende,origin,,,,
Ostersjon,origin,,,,
Ostrana,origin,,,,
Ostrand,origin,,,,
Otto,origin,,,,
Owari,origin,,,,
Oxarhaven,origin,,,,
Oxelosund,origin,,,,
Oxford,origin,,,,
P,origin,,,,
P. E I.,origin,,,,
P. E. Island,origin,,,,
P.E. Island,origin,,,,
PRESTO,origin,,,,
PUERTO PLATA,origin,,,,
PUGET SOUND,origin,,,,
PUNTA ARENAS,origin,,,,
Pabos,origin,,,,
Paimboeuf,origin,,,,
Paimpol,origin,,,,
Palermo,origin,,,,
Panama,origin,,,,
Panillac,origin,,,,
Pansborg,origin,,,,
Pantine,origin,,,,
Papenberg,origin,,,,
Papenburg,origin,,,,
Paquebot de Brest,origin,,,,
Para,origin,,,,
Parabobo,origin,,,,
Parahyba,origin,,,,
Parell,origin,,,,
Paris,origin,,,,
Parisienne,origin,,,,
Parlamar,origin,,,,
Parnham,origin,,,,
Parr.boro,origin,,,,
"Parraboro', N.S.",origin,,,,
Parrsboro,origin,,,,
"Parrsboro', N.B.",origin,,,,
Parrsboroug,origin,,,,
Parrsborough,origin,,,,
Parrsborough N.S.,origin,,,,
"Parrsborough, N S.",origin,,,,
"Parrsborough, N.S.",origin,,,,
Parrsbro',origin,,,,
"Parrsbro', N.S.",origin,,,,
"Parrsbro', N.T.",origin,,,,
Parrshow,origin,,,,
Parsbro',origin,,,,
Parva,origin,,,,
Pasages,origin,,,,
Pascagoula,origin,,,,
"Pascagoula, N.S.",origin,,,,
Paskallavik,origin,,,,
Paskllavik,origin,,,,
Paspebiac,origin,,,,
Pasquet,origin,,,,
Passages,origin,,,,
Pat,origin,,,,
Pataholm,origin,,,,
Patoum,origin,,,,
Patras,origin,,,,
Pauillac,origin,,,,
Pearl River,origin,,,,
Penang,origin,,,,
Penascola,origin,,,,
Pensaco'a,origin,,,,
Pensacola,origin,,,,
Pentecost,origin,,,,
Penzance,origin,,,,
Penze,origin,,,,
Pernambuco,origin,,,,
Pernau,origin,,,,
Pernaviken,origin,,,,
Pernaw,origin,,,,
Pernosand,origin,,,,
Pernovik,origin,,,,
Pernoviken,origin,,,,
Person,origin,,,,
Pesta,origin,,,,
Petea,origin,,,,
Peter and Paul,origin,,,,
Peterlaks,origin,,,,
Petersen,origin,,,,
Petits Mechins,origin,,,,
Phila,origin,,,,
Philadelphia,origin,,,,
Picton,origin,,,,
"Picton, N.S.",origin,,,,
Pictou,origin,,,,
"Pictou, N.B.",origin,,,,
"Pictou, N.S.",origin,,,,
Pierreville,origin,,,,
Pierreville and Quebec,origin,,,,
Pierville,origin,,,,
Pigeholm,origin,,,,
Pikkala,origin,,,,
Pillan,origin,,,,
Pillau,origin,,,,
Pitea,origin,,,,
Pjelax Kasko,origin,,,,
Plata,origin,,,,
Point Wolf,origin,,,,
Ponsacola,origin,,,,
Pont Aven,origin,,,,
Pont L Abbe,origin,,,,
Pont L'Abbe,origin,,,,
Pont Neuf,origin,,,,
Pont l'able,origin,,,,
Pont-l'Abbé,origin,,,,
Pontaven,origin,,,,
Pontecost,origin,,,,
Pontorson,origin,,,,
Poole,origin,,,,
Por,origin,,,,
Poragrund,origin,,,,
Porgrun,origin,,,,
Porsgrand,origin,,,,
Porsgrund,origin,,,,
Porsholm,origin,,,,
Port Audierne,origin,,,,
Port Blair,origin,,,,
Port Blakely,origin,,,,
Port Cortes,origin,,,,
Port Glasgow,origin,,,,
Port Hill,origin,,,,
Port Lannay,origin,,,,
Port Larralde,origin,,,,
Port Laurvig,origin,,,,
Port Louis,origin,,,,
Port Louise,origin,,,,
Port Medway,origin,,,,
"Port Medway, N.B.",origin,,,,
"Port Medway, U.S.",origin,,,,
Port Royal,origin,,,,
"Port Royal, S.C.",origin,,,,
"Port Royal, S.E.",origin,,,,
"Port Royal, U.S.",origin,,,,
"Port Royal, U.S.A.",origin,,,,
"Port Royal, W.I.",origin,,,,
Port Saunders,origin,,,,
Port Townsend,origin,,,,
Port au,origin,,,,
Port of Darien,origin,,,,
Port-Launay,origin,,,,
Port-au-Prince,origin,,,,
Porthonis,origin,,,,
Portland,origin,,,,
Portland Maine,origin,,,,
Portland Me.,origin,,,,
"Portland, M.",origin,,,,
"Portland, Ma.",origin,,,,
"Portland, Maine",origin,,,,
"Portland, Me",origin,,,,
"Portland, Me.",origin,,,,
"Portland, O.",origin,,,,
"Portland, Or.",origin,,,,
"Portland, Oregon",origin,,,,
"Portland, U.S.A.",origin,,,,
Porto Plata,origin,,,,
Porto Rico,origin,,,,
Portsal,origin,,,,
Poston,origin,,,,
Presta,origin,,,,
Presto,origin,,,,
Preston,origin,,,,
Prince Edward Island,origin,,,,
Prince Edward's Island,origin,,,,
Princesses,origin,,,,
Puebla,origin,,,,
Puebla de Caraminal,origin,,,,
Puebla del Caraminal,origin,,,,
Puerta Cortes,origin,,,,
Puerto Cabello,origin,,,,
Puerto Cortez,origin,,,,
Puerto Plata,origin,,,,
Puget Sound,origin,,,,
Pugwash,origin,,,,
"Pugwash, N.B.",origin,,,,
"Pugwash, N.S.",origin,,,,
Pukakirk,origin,,,,
Punta Arenas,origin,,,,
Pyterlaks,origin,,,,
Pyttis,origin,,,,
Quebec,origin,,,,
Quebec and Montreal,origin,,,,
Quega,origin,,,,
Quella,origin,,,,
Quimper,origin,,,,
Qvartvik,origin,,,,
R. Bernard,origin,,,,
Radon,origin,,,,
Rafo,origin,,,,
Rafsa,origin,,,,
Rafso,origin,,,,
Ralso,origin,,,,
Rambak,origin,,,,
Ramso,origin,,,,
Ramvik,origin,,,,
Rander,origin,,,,
Randers,origin,,,,
Randers and Fredrikshavn,origin,,,,
Ranea,origin,,,,
Rangers,origin,,,,
Rangoon,origin,,,,
Rangsound,origin,,,,
Ranmo,origin,,,,
Rano,origin,,,,
Rask,origin,,,,
Ratan,origin,,,,
Rauma,origin,,,,
Raumea,origin,,,,
Red Creek,origin,,,,
Redon,origin,,,,
Remers,origin,,,,
Rendsburg,origin,,,,
Rennes,origin,,,,
Reonneby,origin,,,,
Repola,origin,,,,
"Repola, Finland",origin,,,,
Reunion,origin,,,,
Reval,origin,,,,
Revel,origin,,,,
Richibouctou,origin,,,,
"Richibucto, N.B.",origin,,,,
Richibuoto,origin,,,,
Richmond,origin,,,,
"Richmond, Va.",origin,,,,
Riga,origin,,,,
Rige,origin,,,,
Rijeka,origin,,,,
Rika,origin,,,,
Rilgedahl,origin,,,,
Rimouski,origin,,,,
Ringarde,origin,,,,
Rio Grande do Sul,origin,,,,
Rio Hacha,origin,,,,
"Rio Hacha, U.S.",origin,,,,
Rio Janeiro,origin,,,,
Rio de la Hache,origin,,,,
Risby,origin,,,,
Riscer,origin,,,,
Riser,origin,,,,
Risier,origin,,,,
Risoe,origin,,,,
Risoer,origin,,,,
Risor,origin,,,,
Risver,origin,,,,
Riv. Plate,origin,,,,
Rivadeo,origin,,,,
River,origin,,,,
River Ouelle,origin,,,,
River Plate,origin,,,,
River Quelle,origin,,,,
River Saguenay,origin,,,,
River St. Lawrence,origin,,,,
Robertshor,origin,,,,
Roche Bernand,origin,,,,
Rochefort,origin,,,,
Rochehon,origin,,,,
Rochelle,origin,,,,
Rockabema,origin,,,,
Rockingham,origin,,,,
"Rockingham, W A",origin,,,,
Rockport,origin,,,,
Rod,origin,,,,
Rodbertus,origin,,,,
Rodestrand,origin,,,,
Rodon,origin,,,,
Rofso,origin,,,,
Ronne,origin,,,,
Ronneby,origin,,,,
Rordeaux,origin,,,,
Rorgqvara,origin,,,,
Rorso,origin,,,,
Rorvik,origin,,,,
Rosa,origin,,,,
Rosario,origin,,,,
Rosbras,origin,,,,
Roscoff,origin,,,,
Rosetta,origin,,,,
Rosso,origin,,,,
Rotterdam,origin,,,,
Roueie Bernard,origin,,,,
Rouen,origin,,,,
Rounshy,origin,,,,
Rovda,origin,,,,
Rowntrees,origin,,,,
Royan,origin,,,,
Roytta,origin,,,,
Ruchee,origin,,,,
Ruetouche,origin,,,,
Rugeldine,origin,,,,
Rugenwald,origin,,,,
Rugewalde,origin,,,,
Rusoer,origin,,,,
Russia,origin,,,,
Russoar,origin,,,,
Ruthula,origin,,,,
"S. John, N.B.",origin,,,,
S. W. Africa,origin,,,,
SANDS,origin,,,,
SHARP,origin,,,,
ST,origin,,,,
STROMBORG,origin,,,,
SWARTWIK,origin,,,,
Sabine Pass,origin,,,,
Sach Kallan,origin,,,,
Sackville,origin,,,,
"Sackville, N.B.",origin,,,,
Sada,origin,,,,
Saffi,origin,,,,
Sagua,origin,,,,
Saguenay,origin,,,,
Saigon,origin,,,,
Saint Domingo,origin,,,,
Saint-Brieuc,origin,,,,
Saints,origin,,,,
Salaro,origin,,,,
Salis,origin,,,,
Salmis,origin,,,,
"Salo, Abo",origin,,,,
Salsaker,origin,,,,
Salsburg,origin,,,,
Salstrom,origin,,,,
Saltholmen,origin,,,,
Saltkallan,origin,,,,
Saltkallen,origin,,,,
Saltock,origin,,,,
Saltvik,origin,,,,
Salvator,origin,,,,
Salvesen & Co,origin,,,,
Samarang,origin,,,,
San Cyprian,origin,,,,
San Domingo,origin,,,,
San Francisco,origin,,,,
San Pedro,origin,,,,
San lefjord,origin,,,,
Sanda,origin,,,,
Sandarne,origin,,,,
Sandefjord,origin,,,,
Sandeflord,origin,,,,
Sandefurd,origin,,,,
Sandetjord,origin,,,,
Sandfiord,origin,,,,
Sandiefiord,origin,,,,
Sandiefurd,origin,,,,
Sandifgord,origin,,,,
Sandifjord,origin,,,,
Sandioford,origin,,,,
Sando,origin,,,,
Sandoo,origin,,,,
Sandssund,origin,,,,
Sandswell,origin,,,,
Sandvik,origin,,,,
Sandvik and Umea,origin,,,,
Sandviken,origin,,,,
Sannes,origin,,,,
Sannesund,origin,,,,
Santa Ana,origin,,,,
"Santa Ana, Mexico",origin,,,,
