commodity,origin_port,count
staves,Neder Kalix,4
doors,Helsingfors,4
ends,Pensacola,4
lumber,Port Blakeley,4
wainscot logs,Liepāja,4
boards,Mobile,4
lathwood-foy,St. Petersburg,4
firewood,Djupvik,4
sleepers,Soderhamn,4
lumber,Norfolk,4
lathwood-boyce,Cronstadt,4
floor boards,Gothenburg,4
ends mahogany,Tupilco,4
handspikes,Xinestad,4
boards-w w howard,Gothenburg,4
doors,Fredrikshald,4
slating battens,Sundswall,4
staves,Pillau,4
cs blocks,Gothenburg,4
fantails,Belize,4
deals,Pugwash,4
ash boards,New York,4
deals,Pentecost,4
maple,Quebec City,4
bundles,Christiania,4
boards,Nyhamn,4
crow,Gothenburg,4
hubs,New York,4
lumber-churchill,Newport News,4
mouldings,Fredrikshald,4
mouldings,Gefle,4
lumber,"Portland, Me.",4
oak boards-h herrmann,New York,4
deal ends,Soderhamn,4
lumber,Vancouver's Island,4
firewood,Carlsvik,4
firewood,Stromnas,4
deal ends,Gefle,4
firewood,Wifsta Warf,4
oak logs,Sevastopol,4
poplar,New Orleans,4
oak,Kingston,4
deals,Nyvik,4
oak staves,Mobile,4
ash,Boston,4
mahogany,Gothenburg,4
wood pulp,Gothenburg,4
staves,Helsingfors,4
fir props,Risoer,4
sawn timber,Mobile,4
hardwood,Hamburg,4
logs,Gothenburg,4
bobbins,Gothenburg,4
teak squares,Moulmein,4
firewood,Quebec City,4
gum lumber,New Orleans,4
mouldings,Christiania,4
pieces,Helsingfors,4
cs splints,Boston,4
ends mahogany,Santa Ana,4
boards,Kramfors,4
dls,Quebec City,4
spruce,Montreal,4
spruce,St. John,4
oak staves,Riga,4
boards,Pascagoula,4
pit props,Langesund,4
ends from quebec,Montreal,4
bundles,Fredrikstad,4
churchill,Quebec City,4
palings,Halifax,4
palings,Quebec City,4
rattans,Singapore,4
staves,Rafso,4
work,Rotterdam,4
staves,Hommelvik,4
teak,Bangkok,4
whitewood,Gothenburg,4
mahogany,Puerto Cortez,4
laths,Trondheim (Drontheim),4
deal ends,Bay Verte,4
deals,Brahestad,4
battens,Liepāja,4
treenails,Melbourne,4
battens,Lovisa,4
logs mahogany,Hamburg,4
deals,Jacobstad,4
deals,Borga,4
cooke,Sundswall,4
blocks teak,Moulmein,4
doors-a losack,Stockholm,4
firewood-leith,Sundswall,4
whitewood,Quebec City,4
deals,Kalix,4
planks,Arendal,4
roundwood,St. Petersburg,4
deals,Boston,4
battens,Kalmar,4
boxboards,Fredrikstad,4
oak timber,Stettin,4
t logwood,Tupilco,4
bundles,York,4
beaton,Cronstadt,4
mahogany,Riga,4
wood,Bremen,4
floorings,Fiume,4
pipe staves,New Orleans,4
oak staves,Venice,4
laths,Skutskar,4
deals-prier wotton,Gothenburg,4
whitewood,Cronstadt,4
deals,Konigsberg,4
wood,Baltimore,4
penton,Norrkoping,4
wood,Amsterdam,4
pipe staves,Cronstadt,4
battens,Le Havre,4
spars,Fredrikstad,4
scantlings,Oscarshamn,4
lathwood,Archangel,4
spars,Brevig,4
pit props,Danzig,4
½ sleepers,Klaipeda,4
deals,Bay Verte,4
oak props,Risoer,4
hewn ash,Quebec City,4
mouldings-w r crow,Gothenburg,4
oak planks from fiume,Trieste,4
shooks,Quebec City,4
myallwood,Brisbane,4
shooks,St. John,4
beech,Bremen,4
laths-r h dahl,Fredrikstad,4
oak,York,4
rosewood,Santos,4
mouldings-with,Gothenburg,4
pitwood,Auray,4
stave yard,Co.,4
deal,Riga,4
round wood,St. Petersburg,4
battens,NOTE.,4
staves-drysdale,Boston,4
car lumber,New York,4
battens,Nedercalix,4
pitwood,Hennebont,4
ebony,Le Havre,4
½ sleepers,"Riga, -",4
pit props,Falkenberg,4
battens,Nyvik,4
gum,New Orleans,4
scantlings,Miramichi,4
hewn,Mobile,4
from halifax,St. John,4
ebony,Shanghai,4
firewood-j b r langford,Riga,4
cooperage,New York,4
mouldings,St. Petersburg,4
canada yard,Co.,4
hewn fir,Blaye,4
t logwood,New York,4
board ends,Kotka,4
boards,Venice,4
deals,Christinestad,4
fir boards,Drammen,4
floorings,Fredrikshald,4
firewood,Trangsund,4
board ends,Archangel,4
battens,Tupilco,4
staves,Stockholm,4
boards-nicks,Christiania,4
firewood,New York,4
paving blocks-vigers,Gothenburg,4
cs woodware,New York,4
heading,New York,4
hewn oak,Stettin,4
deal ends,Helsingfors,4
lathwood,New York,4
various,G'burg,4
oak butts,Stettin,4
deals,Kem,4
lath,Cronstadt,4
boards,Baltimore,4
white,Quebec City,4
bundles,Montreal,4
battens,Blankaholm,4
battens,Bollsta,4
pitch pine deals,Pensacola,4
oak staves,Arendal,4
t ebony,Jamaica,4
birch,Cronstadt,4
staves,Christiansand,4
caseboards,Fredrikstad,4
tim,Klaipeda,4
board ends,St. Petersburg,4
board ends,Soroka,4
red pine,Quebec City,4
spars,Porsgrund,4
planks,Uleaborg,4
bournes,Gothenburg,4
headings,Gothenburg,4
half-sleeper blocks,Riga,4
firewood,Harnas,4
mining timber,Laurvig,4
oak squares,New York,4
wood,Fredrikstad,4
deals,Charlottetown,4
battens,Hango,4
firewood,St. John,4
battens,Harnas,4
birch,St. John,4
staves-hattley hay,New York,4
battens,Hernossand,4
brls bungs,New York,4
wood,Drammen,4
battens,Storfors,4
½ firewood,Sannesund,4
staves,Three Rivers,4
birch,Pictou,4
mahogany,Jamaica,4
pieces,New Orleans,4
spars,New York,4
firewood,Stettin,4
curls mahogany,Belize,4
pit props,Hernosand,4
wood,Klaipeda,4
packages,Stockholm,3
half,Liepāja,3
deals,Holmstad,3
grenier quebracho,Buenos Ayres,3
sleeper blocks,Konigsburg,3
sawn fir deals,Quebec City,3
spars,Mobile,3
cs lumber-quitmann,New York,3
sawn fir sleepers,Riga,3
half sleeper blocks,Konigsberg,3
spars,Vancouver's Island,3
deals,Karlskrona,3
oak logs,Klaipeda,3
packages,Boston,3
half sleepers,Konigsberg,3
cs lumber,Boston,3
churchill,Gothenburg,3
sleeper blocks,Liepāja,3
spars,Port Blakeley,3
spars,Laurvig,3
cs boards,Gothenburg,3
graves,Gothenburg,3
half-sleeper blocks,Klaipeda,3
spars,St. Petersburg,3
oak butts,Odessa,3
deals,Kopmanholmen,3
sleepers,Stettin,3
sleepers,Bolderaa,3
spars,Xiania,3
gum,Norfolk,3
sleepers,Reval,3
staves,Borga,3
staves,Bordeaux,3
scantlings,Rangoon,3
scantlings,Quebec City,3
staves,Uddevalla,3
staves,Uleaborg,3
deals,Amsterdam,3
hewn fir,Christiansand,3
oak sleepers,Danzig,3
deals,Asbacka,3
brazil wood,Bahia,3
shooks,"Portland, Me.",3
fm firewood,Fredrikstad,3
deals,Baltimore,3
hewn birch,Quebec City,3
boards-foy,Fredrikstad,3
staves-foy,Danzig,3
sim,Hamburg,3
heads,Fredrikstad,3
oak timber,Klaipeda,3
scantlings,Laurvig,3
boxwood,Gothenburg,3
oak timber,Danzig,3
shutters,Gothenburg,3
hewn timber,Pensacola,3
boxwood,New York,3
deals,Betsiamitz,3
deals,Bersimis,3
sidings,Montreal,3
station yard,Co.,3
deals,"Bay Verte, N.B.",3
staves from fiume,Trieste,3
oak strips,New York,3
oak staves,Sevastopol,3
deal ends,Sundswall,3
c battens,Stockholm,3
brush blocks,Xiania,3
c battens,Lulea,3
staves,Fredrikshamn,3
brush blocks-keen,Christiania,3
staves,Trondheim (Drontheim),3
oak staves,Gothenburg,3
bryant,Montreal,3
pieces,Mobile,3
bundles,Philadelphia,3
bundles,Fiume,3
oak staves,New Orleans,3
staves,Miramichi,3
pieces,Klaipeda,3
butternut,Quebec City,3
hewn fir,Drammen,3
oak squares,Trieste,3
hewn fir,Fredrikstad,3
staves,Calcutta,3
staves,Stenkjoer,3
hewn fir,Gothenburg,3
deal ends,Buctouche,3
fnts mahogany,Belize,3
scantlings,Sundswall,3
c deals,Ljusne,3
oak staves,St. Petersburg,3
staves,Savannah,3
deal ends-bryant,Quebec City,3
broom stocks,Christiania,3
scantlings,Västervik (Westerwik),3
staves,Saguenay,3
deal ends,"Chatham, N. B.",3
oak lumber,New Orleans,3
cs splints-bryant,Halifax,3
hardwood,Kingston,3
oak lumber,Newport News,3
cs splints-bryant,Quebec City,3
slating battens,Fredrikstad,3
hoops,York,3
deals,Buctouche,3
palings,Sundswall,3
hardwood,Philadelphia,3
cedar,Laguna,3
slabs,Belize,3
ftls mahogany,Belize,3
oars,Boston,3
oak parquets,Fiume,3
cedar,Christiania,3
sticks,Stettin,3
palings,Gothenburg,3
splints,Quebec City,3
cs mouldings,Stockholm,3
glasgow,Address,3
cs pegwood,St. John,3
handspikes,Cronstadt,3
swedish yard,Co.,3
deals,"Gefle, -",3
deals,"Guysborough, N.S.",3
gellibrand,Drammen,3
cs sashes,Gothenburg,3
boards-with,Christiania,3
cs splints,Gothenburg,3
deals,Gideabacka,3
hardwood,Amsterdam,3
oak lumber,Boston,3
hub blocks,New York,3
staves-mcandrew,New York,3
paving blocks,Gothenburg,3
sim,York,3
curls,New York,3
from montreal,Quebec City,3
box boards-j terry,Christiania,3
hickory logs,Baltimore,3
oars,Archangel,3
box-boards,Christiania,3
staves-h tate,New York,3
cut wood,Reval,3
hickory,Baltimore,3
sim,Norfolk,3
deals,Bure,3
oak planks,Newport News,3
square timber,Skien,3
sim,Quebec City,3
oak pine staves,Quebec City,3
scantling,St. John,3
deals,Djupvik,3
hassell,Cronstadt,3
staves-rodocanachi,Odessa,3
oak-h herrmann,New York,3
simson,New York,3
cs wood-j w uloth,Gothenburg,3
bournes,St. Petersburg,3
oak planks,Boston,3
pieces,York,3
from skien,Fredrikstad,3
scantlings,Buctouche,3
box boards,Fredrikstad,3
staves-morris,Klaipeda,3
cs wood mouldings,New York,3
staves-r mcandrew,New York,3
sleepers,Sundswall,3
firewood,Sarpsborg,3
battens-howard,Gothenburg,3
doors-holland,New York,3
firewood,Simo,3
loads,Gothenburg,3
battens-r h dahl,Drammen,3
doors-crow,Gothenburg,3
doors-canadian timber,Boston,3
walnut planks,New York,3
firewood,Skönvik,3
firewood,Sprangsviken,3
trellis,Uddewalla,3
lignum-vitæ,Nassau,3
firewood,Stocka,3
red hewn pine birch,Quebec City,3
lignum vitæ,New York,3
lignum vitæ,Boston,3
doors,Lulea,3
walnut logs,Philadelphia,3
walnut logs,Newport News,3
mouldings,Cronstadt,3
firewood,Stugsund,3
mouldings,Halifax,3
bds,Dröbak,3
dolton,St. Petersburg,3
lignum-vitæ,New York,3
ebony,New York,3
ebony,Kingston,3
whitewood,Laurvig,3
whitewood,Klaipeda,3
logs,Tupilco,3
whitewood,Christiania,3
whitewood,Baltimore,3
ebony,Calcutta,3
mining timber,Gothenburg,3
battens,Svartvik,3
white oak staves,Quebec City,3
duus brown,Christiania,3
logs,Santa Ana,3
battens-g loder,Lulea,3
battens,Umea,3
white deals,Riga,3
white,St. Petersburg,3
mining timber,Warberg,3
pitch pine deals,Mobile,3
battens,Zanzibar,3
logs,Nassau,3
logs,Liepāja,3
firewood,Oxelosund,3
logs,Hamburg,3
logs,Fiume,3
pit props,Wyborg,3
pit props,Västervik (Westerwik),3
qty staves,Philadelphia,3
mouldings-g e arnold,Gothenburg,3
lathwood,Sundswall,3
w.o,Baltimore,3
lathwood,Skien,3
pit props,Karlskrona,3
birch,Boston,3
birch,Gothenburg,3
rickers,Riga,3
birch,Miramichi,3
lathwood,Miramichi,3
pit props,Hennebont,3
birch,Riga,3
bds,Gothenburg,3
lathwood,Le Havre,3
lathwood,Laurvig,3
birch deals,Halifax,3
firewood-duus,Fredrikstad,3
lathwood,Gefle,3
lathwood,Fredrikstad,3
lathwood,Christiania,3
turnery,Gothenburg,3
turnery,Gefle,3
laths-tagart,Fredrikstad,3
round logs,Gothenburg,3
blocks,Danzig,3
blocks,Odessa,3
lathwood,Lulea,3
walnut,York,3
walnut,Poti,3
walnut,Newport News,3
lathwood-j r boyce,Cronstadt,3
firewood,Torefors,3
walnut,Hamburg,3
walnut,Halifax,3
lathwood-j knight,Cronstadt,3
firewood,Tupilco,3
firewood,Twedestrand,3
do do,Nilsson,3
redwood blocks,Klaipeda,3
wainscot oak logs,Trieste,3
pit props,Kotka,3
firewood,Wanevik,3
wainscot logs,Konigsberg,3
pit props,Nyvik,3
wainscot logs,Drammen,3
mouldings from norrkoping,Stockholm,3
mouldings-a losack,Stockholm,3
mouldings-churchill,Gothenburg,3
mouldings-crow,Gothenburg,3
dls,Holmsund,3
firewood-a h carr,Cronstadt,3
lathwood,Tupilco,3
mouldings-esdaile,Uddevalla,3
deck deals,Danzig,3
lathwood-g jewett,Cronstadt,3
planks oak,New York,3
zebra wood,Bahia,3
fantails mahogany,Cronstadt,3
fantails mahogany,Belize,3
planks teak,Rangoon,3
planks walnut,Genoa,3
lumber-churchill,Baltimore,3
planed boards,Sannesund,3
firewood,Asbacka,3
firewood,Batvik,3
ends-w m mackay,St. John,3
maple,Montreal,3
firewood,Lovisa,3
ends-churchill,Archangel,3
ash planks,New York,3
lumber,Pensacola,3
ashwood,Liepāja,3
aspen logs,Riga,3
aspen sleepers,Riga,3
aspenwood,St. Petersburg,3
maple logs,Montreal,3
ends mahogany,Minatitlan,3
ends mahogany,Belize,3
wood splints,Rotterdam,3
maple rollers,New York,3
lower brunswick yard,Co.,3
wood-j w uloth,Gothenburg,3
½-sleepers,Cronstadt,3
planks,Gothenburg,3
mahogany,Cronstadt,3
½ t bitter wood,Jamaica,3
planks,Cronstadt,3
fir pitwood,Bordeaux,3
planks,Liepāja,3
½ sleepers,Ventspils,3
½ sleepers,Sannesund,3
planks,Newport News,3
mahogany,"Minatitlan, -",3
planks,Calcutta,3
fir hewn,Doboy,3
planed boards-with,Christiania,3
planks,Bangkok,3
fir ends,Riga,3
fir deals,Riga,3
planks,Sevastopol,3
planks,Stockholm,3
½ firewood,Christiania,3
mahogany,St. Jago de Cuba,3
mahogany,Tabasco,3
mahogany,Tunas de Zaza,3
planks beech,Hamburg,3
a quantity firewood,Antwerp,3
fir,Quebec City,3
fir,Fredrikstad,3
planks,Bollsta,3
pitwood,Morlaix,3
ends,Helsingfors,3
firewood,Haparanda,3
battens,Gideabacka,3
ends,Dalhousie,3
battens,Holmstad,3
powis,Three Rivers,3
ends,Christiania,3
battens,Kalix,3
ends,Chatham,3
battens,Karlskrona,3
battens,Langror,3
wood,Antwerp,3
pitwood,Vannes,3
ends,Bjorneborg,3
ends,Belize,3
ends,"Bay Verte, N.B.",3
ends,Batiscan,3
logs mahogany,Boston,3
ends,Bathurst,3
pitwood,Halmstad,3
prepared boards,Christiania,3
firewood,Koja,3
elm,Montreal,3
battens,Pugwash,3
firewood,Liepāja,3
battens,Richibucto,3
wo planks,Baltimore,3
mason,Archangel,3
pitwood,St. Malo,3
basswood,Boston,3
wood hoops,Rotterdam,3
poplar boards,New York,3
wood goods,Bremen,3
long,Montreal,3
pitwood,Saint-Brieuc,3
poplar logs,New York,3
ends,Richibucto,3
logwood,Jamaica,3
mason oars,Gothenburg,3
ends,Parrsborough,3
pitwood,Paimpol,3
battens,Aarhuus,3
wood,Sydney,3
battens,Alne,3
battens,Amsterdam,3
battens,Anga,3
battens,Bay Verte,3
battens,Borga,3
wood,Reval,3
battens,Bure,3
wood,Ostend,3
match splints,Quebec City,3
firewood,Grimstad,3
matchings,Fredrikstad,3
poplar lumber,Norfolk,3
sapanwood,Colombo,3
deals,Trangsund,3
bls mouldings,New York,3
joinery,Uddevalla,3
boards,Simo,3
deals,Neder Calix,3
laths,Klaipeda,3
bls lumber,New York,3
boards,Fritzoe,3
deals,Vefsen,3
laths,Montreal,3
sawn fir,Halifax,3
joinery,Lulea,3
deals,Ventspils,3
blocks-vigers,Gothenburg,3
laths,New York,3
lancewood spars,Bremen,3
boards,Sannesund,3
deals,Wisby,3
tate,New York,3
boards,Halifax,3
bls boards,Malmo,3
new,Boston,3
pine deals,Mobile,3
deals,"Pensacola, -",3
firewood-tagart,Cronstadt,3
teak,Singapore,3
laths,St. Petersburg,3
t logwood,Danzig,3
boards walnut,New York,3
boards,Bremen,3
boards,Vaasa,3
boards,Bure,3
boards,Alne,3
deals,St. Thomas,3
oak,Ostend,3
satinwood,Colombo,3
boards,"Chatham, N. B.",3
board ends,Trangsund,3
board ends,Riga,3
satinwood,Kingston,3
no doors,Gothenburg,3
joinery-h smyth,Stockholm,3
deals,"Stockholm, W. Atkinson. October",3
deals,Savannah,3
board ends,Helsingfors,3
deals,Storfors,3
no boards,Gothenburg,3
no boards,Christiania,3
flooring boards,Fredrikshald,3
pine boards,Baltimore,3
boards,Sund,3
boards,Finnklippan,3
pine deals,St. John,3
deals,Nystad,3
boards,Storfors,3
timber-burt,Klaipeda,3
sapanwood,Kingston,3
laths,Gothenberg,3
bls pinewood,Stettin,3
deals,Nyland,3
blocks teak,Jamaica,3
laths,Vaasa,3
flooring boards,Skutskar,3
deals,Rangoon,3
deals,Pillau,3
pine deals,Cronstadt,3
flooring,Christiania,3
boards,Newport News,3
t lignum,Jamaica,3
teak squares,Bangkok,3
laths,Västervik (Westerwik),3
teak planks,Calcutta,3
t logwood,Christiania,3
deals,Lappvik,3
oak,Cronstadt,3
boards,"Musquash, N.B.",3
firewood,Sandviken,3
keys teak,Rangoon,3
boards,Iggesund,3
flooring,Gefle,3
deals,"Musquash, N.B.",3
t logwood,Cronstadt,3
t lignum-vitæ,Jamaica,3
boards,Le Havre,3
cs spokes,Baltimore,2
ends,Jamaica,2
poplar-cobbett,Boston,2
cs woodenware,New York,2
sim cs spokes,New York,2
pine boards,Stettin,2
ends,Tlacotalpam,2
flooring,Stockholm,2
ends,Kotka,2
pitwood,Porsgrund,2
ends,Tabasco,2
cs woodware,Rotterdam,2
fustic,Nuevitas,2
ends,Kingston,2
cs splints-bryant,St. John,2
ends,Stettin,2
poplar boards,Baltimore,2
cs splints-bryant,Montreal,2
poplar boards,Baltimore.,2
pitwood,Port Launay,2
ends,Drammen,2
ends-bryant,Quebec City,2
sawn timber,Darien,2
poles,Fredrikstad,2
deals,Ny Carleby,2
deals,Ny Karleby,2
deals,Holmstadt,2
sawn sleepers,Abo,2
poles,Skien,2
pine boards,Quebec City,2
ends mahogany,St. Ana,2
sawn fir,Danzig,2
sim,Soderhamn,2
pitwood,Oscarshamn,2
sawn fir,Kemi,2
poles,Xiania,2
sawn pitch pine,Mobile,2
ends mahogany,Laguna,2
deals,Pont Neuf,2
sawn fir,Kotka,2
cs splints,Halifax,2
poplar,Baltimore.,2
sawn pitch pine,Pascagoula,2
ends,Uleaborg,2
deals,Hernossand,2
ends,Truxillo,2
poplar,Kingston,2
gallatly,Bjorneborg,2
from pierreville,Montreal,2
floorings,Fredriksta,2
ends,Liepāja,2
ends,Pentecost,2
ends,Ljusne,2
poplar lumber,Baltimore.,2
fry,Colombo,2
palm,Calcutta,2
ends,"Memel, -",2
ends,Narva,2
cs trellis,Uddevalla,2
ends,"Musquash, N.B.",2
cs wood boards,New York,2
deals,Pernau,2
pitwood,Riga,2
skirtings,Fredrikshald,2
floorings,Gefle,2
sawn pitch pine timber,Pensacola,2
paquets bois de sandal,Calicut,2
sawn fir,Fredrikstad,2
skewers,New York,2
deals,Parrsborough,2
singletons,Address,2
from three rivers,Montreal,2
from stockholm,Norrkoping,2
skelton,Tupilco,2
from tellichery,Calicut,2
from sundswall,Stockholm,2
par-quet wood,Le Havre,2
ends,"Minatitlan, and cedar",2
ends,"Minatitlan, -",2
skelton,Gothenburg,2
cs wood boards,Bremen,2
deals,Hakkala,2
ends,Shediac,2
deals,Pierreville and Quebec,2
slabs mahogany,Belize,2
cs wood pulp,Christiania,2
ends,Laguna,2
pitwood,Quimper,2
ends,Rotterdam,2
deals,Oplo,2
sawn fir,Hudikswall,2
cs spokes,Philadelphia,2
ends,River Ouelle,2
simson,Christiania,2
cs spokes-churchill,New York,2
ends,Pierreville and Quebec,2
ends,Rimouski,2
sawn pitch pine timber,Mobile,2
palings,Three Rivers,2
cs wood boards-konig,Christiania,2
firewood,Furuogrund,2
ends,Rafso,2
deals,Pierreville,2
cs spokes-t w allen,New York,2
poplar logs,Philadelphia,2
ends,Le Havre,2
ends,Puerto Cortez,2
ends,Puerto Cortes,2
firewood,G'burg,2
pine boards,Montreal,2
deals,Halsoen,2
ends,Laguna de Terminos,2
floorings,Catania,2
sleepers,Konigsburg,2
planks,Sannesund,2
planks,Risoer,2
planks,Riga,2
fir deals,Sundswall,2
planks,Pensacola,2
fir ends,Klaipeda,2
powis,Archangel,2
cs box-boards,Gothenburg,2
planks,Bjorneborg,2
sleepers,Montreal,2
gruner,Gothenburg,2
pine,New York,2
flooring boards,Skonvik,2
sleepers,Moulmein,2
sleepers,Muhlgraben,2
cs boxboards,Gothenburg,2
planks,Venice,2
fir timber,Riga,2
sawn fir,Ornskjoldsvik,2
fir crossings,Danzig,2
sawn fir,Pascagoula,2
cs handles,Gothenburg,2
sleepers,"Danzig, -",2
flooring boards,New York,2
planks,Singapore,2
planks,Stettin,2
fir deals,Danzig,2
planks,Soderhamn,2
planks,Skutakar,2
sleepers,Fredrikstad,2
sleepers,Gefle,2
planks,Skelleftea,2
fir deals,Miramichi,2
cs chair stocks,Boston,2
deals,Keret,2
deals,Kylorn,2
planks,Helsingfors,2
planks,Hamburg,2
gum lumber,New York,2
deals,Langoer,2
sleepers,Saguenay,2
sleepers,Sannesund,2
fir poles,Riga,2
sleepers,Narva,2
sleepers,"Slite, Gottland",2
fir props,Brevig,2
planks,Drammen,2
fir props,Gothenburg,2
cs basswood boards,Montreal,2
cs basswood,Montreal,2
cs balusters,Gothenburg,2
sleepers,St. Petersburg,2
pine,Pensacola,2
planks,Halmstad,2
cs bobbins,Gothenburg,2
sleepers,New Orleans,2
sleepers,New York,2
deals,Marieberg,2
pine,St. John,2
pine,Saguenay,2
gum,Philadelphia,2
fir hewn,Quebec City,2
planks,Darien,2
fir hewn,Riga,2
cs boards,Stettin,2
fir lathwood,Riga,2
sleepers,Revel,2
fir pit props,Halmstad,2
fir sleepers,Gothenburg,2
sawn fir,Ventspils,2
planks,Iggesund,2
planks,Hudikswall,2
deals,Kovda,2
firewood,Brunne,2
ends-r cox,Montreal,2
ends-simson,Archangel,2
flooring boards,Christiania,2
firewood,Bollsta Bruk,2
firewood,Bolls a Bruk,2
planed boards,Laurvig,2
planks wood,Le Havre,2
planks,Västervik (Westerwik),2
planks white oak,Baltimore,2
sawn fir,Mobile,2
planed boards,Porsgrund,2
planed boards,Riga,2
sleeper blocks,Gothenburg,2
deals,Nevis,2
deals,Nedercalix,2
firewood,Amsterdam,2
planks wood,Bremen,2
cs pinewood,Stettin,2
deals,Hudiksvall,2
slating battens,Uddevalla,2
poles,Brevig,2
ends-duus brown,Riga,2
cs pine boards,Stettin,2
gellibrand,Onega,2
cs piano boards,St. John,2
firewood,Brunswick,2
geo horsley,Gothenburg,2
firewood,Byske,2
gilmour,Cronstadt,2
playford,Riga,2
firewood,Burea,2
cs oak mouldings,York,2
slatings,Domsjo,2
palings,Klaipeda,2
gilmour,Soderhamn,2
ends-g f neame,Cronstadt,2
fire-deals,Pensacola,2
sleeper deals,Riga,2
greenheart timber,Demerara,2
planed boards-tagart,Christiania,2
sleepers,Archangel,2
planks black walnut,New York,2
deals,Nedarkalix,2
pine boards,Antwerp,2
firewood,Alfredshamn,2
planed fir,Fredrikstad,2
deals,NOTE.,2
sleepers,Christiansand,2
palings,Bersimis,2
fir,Soderhamn,2
planks ash,Trieste,2
planks,York,2
fir battens,Porsgrund,2
planks,Wyborg,2
fir,Gothenburg,2
planed boards,Sundswall,2
firewood,Aarhuus,2
cs match splints,Bremen,2
fan-tails mahogany,Belize,2
palings,Danzig,2
fans,Belize,2
firewd,Ornskjoldsvik,2
floorings,F'stad,2
planks oak,Trieste,2
fantails,Puerto Cortez,2
planks teak,Boston,2
pine,Magdalen River,2
palings,"Chatham, N. B.",2
fantails mahogany,New York,2
fire-wood,Le Havre,2
planks poplar,New York,2
greenheart,Demerara,2
pine,Mobile,2
fantails,Puerto Cortes,2
dls,Cronstadt,2
deals,Calcutta,2
pit props,New York,2
deal ends,Stockholm,2
firewood,Xiania,2
fourches acajou,St. Domingo,2
sapan wood,Fredrikstad,2
dls,Soderhamn,2
d/e,Fredrikstad,2
redwood half-sleepers,Riga,2
scantlings,Christiansand,2
pit props,Ornskjoldsvik,2
deal ends,Skutskar,2
deal ends,Shédiac,2
redwood deals,St. Petersburg,2
deals,Campbeltown,2
firewood-wake,Gefle,2
firewood,Wilmington,2
deals-winther,Gothenburg,2
scantlings,Uleaborg,2
rickers,Fredrikshald,2
firewood-b b wake,Skelleftea,2
deal ends-churchill,Quebec City,2
scantlings,Vaasa,2
deals-worrell,Riga,2
sandell,Gothenburg,2
scantlings,Cronstadt,2
reynolds,Cronstadt,2
deal ends from quebec,Montreal,2
fntls,Belize,2
deals,Byske,2
fntls mahogany,Livingston,2
sanders,Gefle,2
deck deals,Klaipeda,2
deal ends,Tupilco,2
pieces,Vaasa,2
pieces,Konigsberg,2
dolton,Riga,2
deal ends,"Musquash, N.B.",2
