record_id,source_file,line_number,ship_name,origin_port,destination_port,ship_level_merchant,publication_date,commodity,merchant,raw_cargo_segment,raw_ship_line
35145,18830224p.142_p001.txt,91,Edmund,Oscarshamn,LONDON,Gauran,24 February 1883,deals,Gauran,"1,229 telegraph poles, 1,420 deals, 3,890 oak staves-Gauran","20 Edmund-Oscarshamn-1,229 telegraph poles, 1,420 deals, 3,890 oak staves-Gauran"
35145,18830224p.142_p001.txt,91,Edmund,Oscarshamn,LONDON,Gauran,24 February 1883,oak staves,Gauran,"1,229 telegraph poles, 1,420 deals, 3,890 oak staves-Gauran","20 Edmund-Oscarshamn-1,229 telegraph poles, 1,420 deals, 3,890 oak staves-Gauran"
35145,18830224p.142_p001.txt,91,Edmund,Oscarshamn,LONDON,Gauran,24 February 1883,telegraph poles,Gauran,"1,229 telegraph poles, 1,420 deals, 3,890 oak staves-Gauran","20 Edmund-Oscarshamn-1,229 telegraph poles, 1,420 deals, 3,890 oak staves-Gauran"
35146,18830224p.142_p001.txt,92,Zaire,Trieste,LONDON,Cottam,24 February 1883,oak staves,Cottam,"50,000 oak staves, 1,191 wainscot oak planks, 1 wainscot oak logs-Cottam","Zaire (s)-Trieste-50,000 oak staves, 1,191 wainscot oak planks, 1 wainscot oak logs-Cottam ; 30 planks-Priday"
35146,18830224p.142_p001.txt,92,Zaire,Trieste,LONDON,Cottam,24 February 1883,planks,Priday,30 planks-Priday,"Zaire (s)-Trieste-50,000 oak staves, 1,191 wainscot oak planks, 1 wainscot oak logs-Cottam ; 30 planks-Priday"
35146,18830224p.142_p001.txt,92,Zaire,Trieste,LONDON,Cottam,24 February 1883,wainscot oak logs,Cottam,"50,000 oak staves, 1,191 wainscot oak planks, 1 wainscot oak logs-Cottam","Zaire (s)-Trieste-50,000 oak staves, 1,191 wainscot oak planks, 1 wainscot oak logs-Cottam ; 30 planks-Priday"
35146,18830224p.142_p001.txt,92,Zaire,Trieste,LONDON,Cottam,24 February 1883,wainscot oak planks,Cottam,"50,000 oak staves, 1,191 wainscot oak planks, 1 wainscot oak logs-Cottam","Zaire (s)-Trieste-50,000 oak staves, 1,191 wainscot oak planks, 1 wainscot oak logs-Cottam ; 30 planks-Priday"
35147,18830224p.142_p001.txt,95,Carl XV.,Gothenburg,LONDON,"Berner & Neilsen ; 278 doz. deals, 4,560 bdls. laths",24 February 1883,deals,"Berner & Neilsen ; 278 doz. deals, 4,560 bdls. laths","278 doz. deals, 4,560 bdls. laths","20 Carl XV. (s) - Gothenburg-2,448 bdls. laths-Berner & Neilsen ; 278 doz. deals, 4,560 bdls. laths, 45 prs. oars-Order"
35147,18830224p.142_p001.txt,95,Carl XV.,Gothenburg,LONDON,"Berner & Neilsen ; 278 doz. deals, 4,560 bdls. laths",24 February 1883,laths,Berner and Neilsen,"2,448 bdls. laths-Berner & Neilsen","20 Carl XV. (s) - Gothenburg-2,448 bdls. laths-Berner & Neilsen ; 278 doz. deals, 4,560 bdls. laths, 45 prs. oars-Order"
35147,18830224p.142_p001.txt,95,Carl XV.,Gothenburg,LONDON,"Berner & Neilsen ; 278 doz. deals, 4,560 bdls. laths",24 February 1883,laths,"Berner & Neilsen ; 278 doz. deals, 4,560 bdls. laths","278 doz. deals, 4,560 bdls. laths","20 Carl XV. (s) - Gothenburg-2,448 bdls. laths-Berner & Neilsen ; 278 doz. deals, 4,560 bdls. laths, 45 prs. oars-Order"
35147,18830224p.142_p001.txt,95,Carl XV.,Gothenburg,LONDON,"Berner & Neilsen ; 278 doz. deals, 4,560 bdls. laths",24 February 1883,oars,"Berner & Neilsen ; 278 doz. deals, 4,560 bdls. laths",45 prs. oars-Order,"20 Carl XV. (s) - Gothenburg-2,448 bdls. laths-Berner & Neilsen ; 278 doz. deals, 4,560 bdls. laths, 45 prs. oars-Order"
35148,18830224p.142_p001.txt,96,Faraday,New York,LONDON,Order,24 February 1883,staves,Order,"13,188 staves, 23 logs, 43 walnut-Order","21 Faraday (s)-New York-13,188 staves, 23 logs, 43 walnut-Order"
35148,18830224p.142_p001.txt,96,Faraday,New York,LONDON,Order,24 February 1883,walnut,Order,"13,188 staves, 23 logs, 43 walnut-Order","21 Faraday (s)-New York-13,188 staves, 23 logs, 43 walnut-Order"
35149,18830224p.142_p001.txt,97,Bengo,Patras,LONDON,Order,24 February 1883,oak staves,Order,"36,000 oak staves-Order","Bengo (s)-Patras-36,000 oak staves-Order"
35150,18830224p.142_p001.txt,99,Flying Fish,Riga,LONDON,Order,24 February 1883,deals,Order,"5,787 deals, 2,992 logs, 50 fms. lathwood-Order","Flying Fish-Riga-5,787 deals, 2,992 logs, 50 fms. lathwood-Order"
35150,18830224p.142_p001.txt,99,Flying Fish,Riga,LONDON,Order,24 February 1883,lathwood,Order,"5,787 deals, 2,992 logs, 50 fms. lathwood-Order","Flying Fish-Riga-5,787 deals, 2,992 logs, 50 fms. lathwood-Order"
35151,18830224p.142_p001.txt,101,Sussex,Dieppe,LONDON,Order,24 February 1883,cwt veneers,Order,38 cwt. veneers-Order,Feb. 15 Sussex-Dieppe-38 cwt. veneers-Order
35152,18830224p.142_p001.txt,102,Jenkins,Dieppe,LONDON,Order,24 February 1883,cwt veneers,Order,16 cwt. veneers-Order,16 Jenkins-Dieppe-16 cwt. veneers-Order
35229,18830303p.161_p001.txt,215,Balcarres,Hanko,LONDON,Black & Co.,3 March 1883,deals,Black and Co,"6,589 deals and ends-Black & Co.","Feb. 22 Balcarres (s)—Hanko—6,589 deals and ends—Black & Co."
35229,18830303p.161_p001.txt,215,Balcarres,Hanko,LONDON,Black & Co.,3 March 1883,ends,Black and Co,"6,589 deals and ends-Black & Co.","Feb. 22 Balcarres (s)—Hanko—6,589 deals and ends—Black & Co."
35230,18830303p.161_p001.txt,216,Birmingham,Moulmein,LONDON,Order,3 March 1883,blocks teak,Order,"1,786 squares, 3,000 blocks teak-Order","Birmingham—Moulmein—1,786 squares, 3,000 blocks teak—Order"
35231,18830303p.161_p001.txt,217,Sverre,Fredrikstadt,LONDON,Order,3 March 1883,boards,Order,183 stds. boards-Order,23 Sverre—Fredrikstadt—183 stds. boards—Order
35232,18830303p.161_p001.txt,218,Norden,Halsoer,LONDON,Runge,3 March 1883,[?],Runge,"207 pcs. mahogany, 20 pcs. [?]-Runge","24 Norden (s)—Halsoer—207 pcs. mahogany, 20 pcs. [?]—Runge"
35232,18830303p.161_p001.txt,218,Norden,Halsoer,LONDON,Runge,3 March 1883,mahogany,Runge,"207 pcs. mahogany, 20 pcs. [?]-Runge","24 Norden (s)—Halsoer—207 pcs. mahogany, 20 pcs. [?]—Runge"
35233,18830303p.161_p001.txt,219,Fredriksborg,Moulmein,LONDON,Order,3 March 1883,blocks teak,Order,"1,700 squares, 2,500 blocks teak-Order","26 Fredriksborg—Moulmein—1,700 squares, 2,500 blocks teak—Order"
35234,18830303p.161_p001.txt,220,Batavier,Rotterdam,LONDON,Phillipps & Graves,3 March 1883,wood,Phillipps and Graves,277 pcs. and 20 bdls. wood-Phillipps & Graves,27 Batavier (s)—Rotterdam—277 pcs. and 20 bdls. wood—Phillipps & Graves
35235,18830303p.161_p001.txt,221,Freden,Fredrikstadt,LONDON,Order,3 March 1883,boards,Order,183 stds. boards-Order,28 Freden—Fredrikstadt—183 stds. boards—Order
35237,18830303p.161_p002.txt,5,St. Olaf,Arendal,LONDON,"Smallfield, Mills, & Co.",3 March 1883,scantlings,"Smallfield, Mills, and Co","35,249 scantlings-Smallfield, Mills, & Co.","St. Olaf-Arendal-35,249 scantlings - Smallfield, Mills, & Co."
35238,18830303p.161_p002.txt,6,Assam,Sydney,LONDON,Order,3 March 1883,sapanwood,Order,"21,060 pcs. sapanwood-Order","24 Assam (s)-Sydney-21,060 pcs. sapanwood-Order"
35239,18830303p.161_p002.txt,7,Brodrene,Savannah,LONDON,Order,3 March 1883,hewn pine,Order,"12 logs hewn pine, 94 pcs. sawn pine, 5,944 pine planks-Order","Brodrene-Savannah-12 logs hewn pine, 94 pcs. sawn pine, 5,944 pine planks-Order"
35239,18830303p.161_p002.txt,7,Brodrene,Savannah,LONDON,Order,3 March 1883,pine planks,Order,"12 logs hewn pine, 94 pcs. sawn pine, 5,944 pine planks-Order","Brodrene-Savannah-12 logs hewn pine, 94 pcs. sawn pine, 5,944 pine planks-Order"
35239,18830303p.161_p002.txt,7,Brodrene,Savannah,LONDON,Order,3 March 1883,sawn pine,Order,"12 logs hewn pine, 94 pcs. sawn pine, 5,944 pine planks-Order","Brodrene-Savannah-12 logs hewn pine, 94 pcs. sawn pine, 5,944 pine planks-Order"
35240,18830303p.161_p002.txt,8,Tirzah,Cronstadt,LONDON,Order,3 March 1883,deals,Order,"5,054 deals, battens, and ends, 1 1/2 fms. firewood-Order","Tirzah-Cronstadt-5,054 deals, battens, and ends, 1 1/2 fms. firewood-Order"
35240,18830303p.161_p002.txt,8,Tirzah,Cronstadt,LONDON,Order,3 March 1883,ends,Order,"5,054 deals, battens, and ends, 1 1/2 fms. firewood-Order","Tirzah-Cronstadt-5,054 deals, battens, and ends, 1 1/2 fms. firewood-Order"
35240,18830303p.161_p002.txt,8,Tirzah,Cronstadt,LONDON,Order,3 March 1883,firewood,Order,"5,054 deals, battens, and ends, 1 1/2 fms. firewood-Order","Tirzah-Cronstadt-5,054 deals, battens, and ends, 1 1/2 fms. firewood-Order"
35241,18830303p.161_p002.txt,9,Silbury,-New York,LONDON,Engelhart,3 March 1883,maple,Engelhart,88 logs maple-Order,"26 Silbury (s)--New York-1,200 staves-Engelhart ; 88 logs maple-Order"
35241,18830303p.161_p002.txt,9,Silbury,-New York,LONDON,Engelhart,3 March 1883,staves,Engelhart,"1,200 staves-Engelhart","26 Silbury (s)--New York-1,200 staves-Engelhart ; 88 logs maple-Order"
35242,18830303p.161_p002.txt,10,Boston City,New York,LONDON,Herrmann ; 517 bdls. staves,3 March 1883,boards walnut,Herrmann,"99 logs, 517 boards walnut-Herrmann","Boston City (s)-New York-99 logs, 517 boards walnut-Herrmann ; 517 bdls. staves, 130 bdls. hoops-Order"
35242,18830303p.161_p002.txt,10,Boston City,New York,LONDON,Herrmann ; 517 bdls. staves,3 March 1883,hoops,Herrmann ; 517 bdls. staves,130 bdls. hoops-Order,"Boston City (s)-New York-99 logs, 517 boards walnut-Herrmann ; 517 bdls. staves, 130 bdls. hoops-Order"
35242,18830303p.161_p002.txt,10,Boston City,New York,LONDON,Herrmann ; 517 bdls. staves,3 March 1883,staves,Herrmann ; 517 bdls. staves,517 bdls. staves,"Boston City (s)-New York-99 logs, 517 boards walnut-Herrmann ; 517 bdls. staves, 130 bdls. hoops-Order"
35243,18830303p.161_p002.txt,11,Argosy,New York,LONDON,Order,3 March 1883,ash,Order,"272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs","Argosy (s)-New York-272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs mahogany, 4 logs redwood, 172 logs red cedar-Order"
35243,18830303p.161_p002.txt,11,Argosy,New York,LONDON,Order,3 March 1883,mahogany,Order,"272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs","Argosy (s)-New York-272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs mahogany, 4 logs redwood, 172 logs red cedar-Order"
35243,18830303p.161_p002.txt,11,Argosy,New York,LONDON,Order,3 March 1883,maple,Order,"272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs","Argosy (s)-New York-272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs mahogany, 4 logs redwood, 172 logs red cedar-Order"
35243,18830303p.161_p002.txt,11,Argosy,New York,LONDON,Order,3 March 1883,oak,Order,"272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs","Argosy (s)-New York-272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs mahogany, 4 logs redwood, 172 logs red cedar-Order"
35243,18830303p.161_p002.txt,11,Argosy,New York,LONDON,Order,3 March 1883,planks,Order,"272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs","Argosy (s)-New York-272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs mahogany, 4 logs redwood, 172 logs red cedar-Order"
35243,18830303p.161_p002.txt,11,Argosy,New York,LONDON,Order,3 March 1883,red cedar,Order,"272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs","Argosy (s)-New York-272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs mahogany, 4 logs redwood, 172 logs red cedar-Order"
35243,18830303p.161_p002.txt,11,Argosy,New York,LONDON,Order,3 March 1883,redwood,Order,"272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs","Argosy (s)-New York-272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs mahogany, 4 logs redwood, 172 logs red cedar-Order"
35243,18830303p.161_p002.txt,11,Argosy,New York,LONDON,Order,3 March 1883,walnut,Order,"272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs","Argosy (s)-New York-272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs mahogany, 4 logs redwood, 172 logs red cedar-Order"
35243,18830303p.161_p002.txt,11,Argosy,New York,LONDON,Order,3 March 1883,walnut lumber,Order,"272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs","Argosy (s)-New York-272 planks, 237 logs, 4,878 squares walnut, 712 pcs. walnut lumber, 206 pcs. oak, 30 squares ash, 66 logs maple, 72 logs mahogany, 4 logs redwood, 172 logs red cedar-Order"
35244,18830303p.161_p002.txt,12,Swift,Havre,LONDON,Order,3 March 1883,boxwood,Order,"411 pcs. boxwood, 11 pcs. wood-Order","Swift (s)-Havre-411 pcs. boxwood, 11 pcs. wood-Order"
35244,18830303p.161_p002.txt,12,Swift,Havre,LONDON,Order,3 March 1883,wood,Order,"411 pcs. boxwood, 11 pcs. wood-Order","Swift (s)-Havre-411 pcs. boxwood, 11 pcs. wood-Order"
35245,18830303p.161_p002.txt,13,Bele,Gothenburg,LONDON,W. R. Crow & Co.,3 March 1883,doors,W. R. Crow and Co,"984 doors, 91 bdls. mouldings-W. R. Crow & Co.","Bele (s)-Gothenburg-984 doors, 91 bdls. mouldings-W. R. Crow & Co. ; 870 doors-Order"
35245,18830303p.161_p002.txt,13,Bele,Gothenburg,LONDON,W. R. Crow & Co.,3 March 1883,doors,W. R. Crow & Co.,870 doors-Order,"Bele (s)-Gothenburg-984 doors, 91 bdls. mouldings-W. R. Crow & Co. ; 870 doors-Order"
35245,18830303p.161_p002.txt,13,Bele,Gothenburg,LONDON,W. R. Crow & Co.,3 March 1883,mouldings,W. R. Crow and Co,"984 doors, 91 bdls. mouldings-W. R. Crow & Co.","Bele (s)-Gothenburg-984 doors, 91 bdls. mouldings-W. R. Crow & Co. ; 870 doors-Order"
35246,18830303p.161_p002.txt,14,Elizabeth,Gothenburg,LONDON,W. R. Crow & Co.,3 March 1883,doors,W. R. Crow and Co,"1,368 doors, 33 bdls. mouldings-W. R. Crow & Co.","Elizabeth-Gothenburg-1,368 doors, 33 bdls. mouldings-W. R. Crow & Co."
35246,18830303p.161_p002.txt,14,Elizabeth,Gothenburg,LONDON,W. R. Crow & Co.,3 March 1883,mouldings,W. R. Crow and Co,"1,368 doors, 33 bdls. mouldings-W. R. Crow & Co.","Elizabeth-Gothenburg-1,368 doors, 33 bdls. mouldings-W. R. Crow & Co."
35247,18830303p.161_p002.txt,16,Balmoral,Snarven,LONDON,Churchill,3 March 1883,batten ends,Duus Brown and Co,17 fms. batten ends-Duus Brown & Co.,"Balmoral-Snarven-73,686 boards-Churchill ; 17 fms. batten ends-Duus Brown & Co."
35247,18830303p.161_p002.txt,16,Balmoral,Snarven,LONDON,Churchill,3 March 1883,boards,Churchill,"73,686 boards-Churchill","Balmoral-Snarven-73,686 boards-Churchill ; 17 fms. batten ends-Duus Brown & Co."
35248,18830303p.161_p002.txt,17,Cameo,Christiania,LONDON,"Trinder, Anderson, & Co. ; 5",3 March 1883,battens,Tagart and Boyson,056 battens-Tagart & Boyson,"Cameo (s)-Christiania-1,400 bdls. laths-Trinder, Anderson, & Co. ; 5,056 battens-Tagart & Boyson ; 6,889 battens, 50,000 boards, 4,000 bdls. staves-Order"
35248,18830303p.161_p002.txt,17,Cameo,Christiania,LONDON,"Trinder, Anderson, & Co. ; 5",3 March 1883,battens,"Trinder, Anderson, & Co. ; 5","6,889 battens, 50,000 boards, 4,000 bdls. staves-Order","Cameo (s)-Christiania-1,400 bdls. laths-Trinder, Anderson, & Co. ; 5,056 battens-Tagart & Boyson ; 6,889 battens, 50,000 boards, 4,000 bdls. staves-Order"
35248,18830303p.161_p002.txt,17,Cameo,Christiania,LONDON,"Trinder, Anderson, & Co. ; 5",3 March 1883,boards,"Trinder, Anderson, & Co. ; 5","6,889 battens, 50,000 boards, 4,000 bdls. staves-Order","Cameo (s)-Christiania-1,400 bdls. laths-Trinder, Anderson, & Co. ; 5,056 battens-Tagart & Boyson ; 6,889 battens, 50,000 boards, 4,000 bdls. staves-Order"
35248,18830303p.161_p002.txt,17,Cameo,Christiania,LONDON,"Trinder, Anderson, & Co. ; 5",3 March 1883,laths,"Trinder, Anderson, and Co","1,400 bdls. laths-Trinder, Anderson, & Co.","Cameo (s)-Christiania-1,400 bdls. laths-Trinder, Anderson, & Co. ; 5,056 battens-Tagart & Boyson ; 6,889 battens, 50,000 boards, 4,000 bdls. staves-Order"
35248,18830303p.161_p002.txt,17,Cameo,Christiania,LONDON,"Trinder, Anderson, & Co. ; 5",3 March 1883,staves,"Trinder, Anderson, & Co. ; 5","6,889 battens, 50,000 boards, 4,000 bdls. staves-Order","Cameo (s)-Christiania-1,400 bdls. laths-Trinder, Anderson, & Co. ; 5,056 battens-Tagart & Boyson ; 6,889 battens, 50,000 boards, 4,000 bdls. staves-Order"
35249,18830303p.161_p002.txt,18,Nordon,Halsoen,LONDON,Tagart,3 March 1883,battens,Tagart,"35,621 battens-Tagart","Nordon (s)-Halsoen-35,621 battens-Tagart"
35250,18830303p.161_p002.txt,19,Ludgate Hill,New York,LONDON,Tate & Son ; 1,3 March 1883,oars,Tate & Son ; 1,000 oars-Order,"Ludgate Hill (s)-New York-4,198 bdls. staves -Tate & Son ; 1,000 oars-Order"
35250,18830303p.161_p002.txt,19,Ludgate Hill,New York,LONDON,Tate & Son ; 1,3 March 1883,staves,Tate,"4,198 bdls. staves-Tate & Son","Ludgate Hill (s)-New York-4,198 bdls. staves -Tate & Son ; 1,000 oars-Order"
35251,18830303p.161_p002.txt,20,Canada,New York,LONDON,Order,3 March 1883,staves,Order,"4,662 staves-Order","Canada (s)-New York-4,662 staves-Order"
35252,18830303p.161_p002.txt,21,Yorkshire,New York,LONDON,Herrmann,3 March 1883,headings,Herrmann,"615 bdls. staves, 813 bdls. headings-Order","Yorkshire (s)-New York-2,912 pkgs. lumber, 2 boxes wood-Herrmann ; 600 staves-Churchill ; 3,082 bdls. staves, hoops, and linings-Tate & Son ; 615 bdls. staves, 813 bdls. headings-Order"
35252,18830303p.161_p002.txt,21,Yorkshire,New York,LONDON,Herrmann,3 March 1883,linings,Tate,"3,082 bdls. staves, hoops, and linings-Tate & Son","Yorkshire (s)-New York-2,912 pkgs. lumber, 2 boxes wood-Herrmann ; 600 staves-Churchill ; 3,082 bdls. staves, hoops, and linings-Tate & Son ; 615 bdls. staves, 813 bdls. headings-Order"
35252,18830303p.161_p002.txt,21,Yorkshire,New York,LONDON,Herrmann,3 March 1883,lumber,Herrmann,"2,912 pkgs. lumber, 2 boxes wood-Herrmann","Yorkshire (s)-New York-2,912 pkgs. lumber, 2 boxes wood-Herrmann ; 600 staves-Churchill ; 3,082 bdls. staves, hoops, and linings-Tate & Son ; 615 bdls. staves, 813 bdls. headings-Order"
35252,18830303p.161_p002.txt,21,Yorkshire,New York,LONDON,Herrmann,3 March 1883,staves,Churchill,600 staves-Churchill,"Yorkshire (s)-New York-2,912 pkgs. lumber, 2 boxes wood-Herrmann ; 600 staves-Churchill ; 3,082 bdls. staves, hoops, and linings-Tate & Son ; 615 bdls. staves, 813 bdls. headings-Order"
35252,18830303p.161_p002.txt,21,Yorkshire,New York,LONDON,Herrmann,3 March 1883,staves,Tate,"3,082 bdls. staves, hoops, and linings-Tate & Son","Yorkshire (s)-New York-2,912 pkgs. lumber, 2 boxes wood-Herrmann ; 600 staves-Churchill ; 3,082 bdls. staves, hoops, and linings-Tate & Son ; 615 bdls. staves, 813 bdls. headings-Order"
35252,18830303p.161_p002.txt,21,Yorkshire,New York,LONDON,Herrmann,3 March 1883,staves,Herrmann,"615 bdls. staves, 813 bdls. headings-Order","Yorkshire (s)-New York-2,912 pkgs. lumber, 2 boxes wood-Herrmann ; 600 staves-Churchill ; 3,082 bdls. staves, hoops, and linings-Tate & Son ; 615 bdls. staves, 813 bdls. headings-Order"
35252,18830303p.161_p002.txt,21,Yorkshire,New York,LONDON,Herrmann,3 March 1883,wood,Herrmann,"2,912 pkgs. lumber, 2 boxes wood-Herrmann","Yorkshire (s)-New York-2,912 pkgs. lumber, 2 boxes wood-Herrmann ; 600 staves-Churchill ; 3,082 bdls. staves, hoops, and linings-Tate & Son ; 615 bdls. staves, 813 bdls. headings-Order"
35253,18830303p.161_p002.txt,24,Prins Oscar,Gothenburg,LONDON,Gabriel & Son ; 2,3 March 1883,battens,Berner and Nielsen,655 battens-Berner & Nielsen,"Feb. 27 Prins Oscar (s)-Gothenburg-3,642 bds -Gabriel & Son ; 2,655 battens-Berner & Nielsen ; 2,072 bdls. laths - Simson & Mason ; 300 bdls. mouldings-Gridley ; 100 prs. oars, 123 doz. deals, 410 doz. battens, 2,000 bdls. laths-Order"
35253,18830303p.161_p002.txt,24,Prins Oscar,Gothenburg,LONDON,Gabriel & Son ; 2,3 March 1883,battens,Gabriel & Son ; 2,"100 prs. oars, 123 doz. deals, 410 doz. battens, 2,000 bdls. laths-Order","Feb. 27 Prins Oscar (s)-Gothenburg-3,642 bds -Gabriel & Son ; 2,655 battens-Berner & Nielsen ; 2,072 bdls. laths - Simson & Mason ; 300 bdls. mouldings-Gridley ; 100 prs. oars, 123 doz. deals, 410 doz. battens, 2,000 bdls. laths-Order"
35253,18830303p.161_p002.txt,24,Prins Oscar,Gothenburg,LONDON,Gabriel & Son ; 2,3 March 1883,bds,Gabriel,"3,642 bds-Gabriel & Son","Feb. 27 Prins Oscar (s)-Gothenburg-3,642 bds -Gabriel & Son ; 2,655 battens-Berner & Nielsen ; 2,072 bdls. laths - Simson & Mason ; 300 bdls. mouldings-Gridley ; 100 prs. oars, 123 doz. deals, 410 doz. battens, 2,000 bdls. laths-Order"
35253,18830303p.161_p002.txt,24,Prins Oscar,Gothenburg,LONDON,Gabriel & Son ; 2,3 March 1883,deals,Gabriel & Son ; 2,"100 prs. oars, 123 doz. deals, 410 doz. battens, 2,000 bdls. laths-Order","Feb. 27 Prins Oscar (s)-Gothenburg-3,642 bds -Gabriel & Son ; 2,655 battens-Berner & Nielsen ; 2,072 bdls. laths - Simson & Mason ; 300 bdls. mouldings-Gridley ; 100 prs. oars, 123 doz. deals, 410 doz. battens, 2,000 bdls. laths-Order"
35253,18830303p.161_p002.txt,24,Prins Oscar,Gothenburg,LONDON,Gabriel & Son ; 2,3 March 1883,laths,Simson and Mason,"2,072 bdls. laths - Simson & Mason","Feb. 27 Prins Oscar (s)-Gothenburg-3,642 bds -Gabriel & Son ; 2,655 battens-Berner & Nielsen ; 2,072 bdls. laths - Simson & Mason ; 300 bdls. mouldings-Gridley ; 100 prs. oars, 123 doz. deals, 410 doz. battens, 2,000 bdls. laths-Order"
35253,18830303p.161_p002.txt,24,Prins Oscar,Gothenburg,LONDON,Gabriel & Son ; 2,3 March 1883,laths,Gabriel & Son ; 2,"100 prs. oars, 123 doz. deals, 410 doz. battens, 2,000 bdls. laths-Order","Feb. 27 Prins Oscar (s)-Gothenburg-3,642 bds -Gabriel & Son ; 2,655 battens-Berner & Nielsen ; 2,072 bdls. laths - Simson & Mason ; 300 bdls. mouldings-Gridley ; 100 prs. oars, 123 doz. deals, 410 doz. battens, 2,000 bdls. laths-Order"
35253,18830303p.161_p002.txt,24,Prins Oscar,Gothenburg,LONDON,Gabriel & Son ; 2,3 March 1883,mouldings,Gridley,300 bdls. mouldings-Gridley,"Feb. 27 Prins Oscar (s)-Gothenburg-3,642 bds -Gabriel & Son ; 2,655 battens-Berner & Nielsen ; 2,072 bdls. laths - Simson & Mason ; 300 bdls. mouldings-Gridley ; 100 prs. oars, 123 doz. deals, 410 doz. battens, 2,000 bdls. laths-Order"
35253,18830303p.161_p002.txt,24,Prins Oscar,Gothenburg,LONDON,Gabriel & Son ; 2,3 March 1883,oars,Gabriel & Son ; 2,"100 prs. oars, 123 doz. deals, 410 doz. battens, 2,000 bdls. laths-Order","Feb. 27 Prins Oscar (s)-Gothenburg-3,642 bds -Gabriel & Son ; 2,655 battens-Berner & Nielsen ; 2,072 bdls. laths - Simson & Mason ; 300 bdls. mouldings-Gridley ; 100 prs. oars, 123 doz. deals, 410 doz. battens, 2,000 bdls. laths-Order"
35254,18830303p.161_p002.txt,25,Harter,New York,LONDON,"McAndrew & Co. ; 1,583 doors",3 March 1883,ash,Herrmann,"355 bdls. lumber, 2,008 pcs. oak lumber, 2 squares oak, 235 squares ash, 41 logs walnut - Herrmann","Harter (s)-New York-2,400 staves-McAndrew & Co. ; 1,583 doors, 3 cs. woodwork-Bradley & Currier ; 355 bdls. lumber, 2,008 pcs. oak lumber, 2 squares oak, 235 squares ash, 41 logs walnut - Herrmann ; quantity lumber-Order"
35254,18830303p.161_p002.txt,25,Harter,New York,LONDON,"McAndrew & Co. ; 1,583 doors",3 March 1883,cs woodwork,Bradley and Currier,3 cs. woodwork-Bradley & Currier,"Harter (s)-New York-2,400 staves-McAndrew & Co. ; 1,583 doors, 3 cs. woodwork-Bradley & Currier ; 355 bdls. lumber, 2,008 pcs. oak lumber, 2 squares oak, 235 squares ash, 41 logs walnut - Herrmann ; quantity lumber-Order"
35254,18830303p.161_p002.txt,25,Harter,New York,LONDON,"McAndrew & Co. ; 1,583 doors",3 March 1883,doors,"McAndrew & Co. ; 1,583 doors","1,583 doors","Harter (s)-New York-2,400 staves-McAndrew & Co. ; 1,583 doors, 3 cs. woodwork-Bradley & Currier ; 355 bdls. lumber, 2,008 pcs. oak lumber, 2 squares oak, 235 squares ash, 41 logs walnut - Herrmann ; quantity lumber-Order"
