port_name,ship_count,best_fuzzy_match,similarity
BUILDERS WOOD,2,Bideford,0.5714285714285714
COBURG DOCKS,2,Tilbury Docks,0.72
ES KENNEDY & CO,2,Svendborg,0.4166666666666667
TILE DOCKS,2,Tilbury Docks,0.782608695652174
GEORGE LOVE,2,Aberdovey,0.5
WIDNES DOCK,2,Sharpness Docks,0.6153846153846154
SUNDQUIST & CO,2,Sault an Cochon,0.4827586206896552
BUILDERS,2,Bideford,0.625
FO,2,Rafso,0.5714285714285714
JUST OUT,2,St. Malo,0.5
EX PORT MELBOURNE,2,Port Gordon,0.5714285714285714
-R. W. [?],1,St. Andrews,0.2857142857142857
ST. DAVID'S,1,St. Ives,0.631578947368421
FORT GLASGOW,1,Glasgow,0.7368421052631579
NEW ROSS,1,New Orleans,0.631578947368421
"AUGUST 25, 1883.]",1,"Chatham, N. B.",0.3225806451612903
MAURICE GANDY,1,Cardigan,0.5714285714285714
N DRIVING BELT,1,Irvine,0.5
F. W. REYNOLDS & CO. LONDON,1,London,0.36363636363636365
OUTPORTS,1,Tayport,0.6666666666666666
LYTTLETON,1,Littlehampton,0.7272727272727273
MORRIS'S,1,Morrison's Haven,0.6666666666666666
SCILLY,1,Marseilles,0.5
CREDITOR FOR RENT,1,Weston Point,0.4827586206896552
DEEDS OF ARRANGEMENT,1,Douarnenez,0.4666666666666667
ST. OLIVE'S WHARF,1,St. Ives,0.64
B. & F. WHARF,1,Ware,0.35294117647058826
COMMERCIAL DOCKS,1,Surrey Commercial Docks,0.8205128205128205
CASTLETOWN (ISLE OF MAN),1,Scilly (Isles of Scilly),0.5416666666666666
"GRANTON SAW-MILLS, GRANTON HARBOUR",1,Granton Harbour,0.6122448979591837
GRAND CANAL DOCKS,1,Crinan Canal,0.6206896551724138
ST. KATHERINE'S WHARF,1,St. Helens,0.5161290322580645
LIMEHOUSE REACH,1,Wisbeach,0.5217391304347826
ST. KATHERINE'S DOCKS,1,Sharpness Docks,0.6666666666666666
ST. GEORGE'S WHARF,1,St. Helens,0.5
TEMPLE PIER WHARF,1,Three Rivers,0.4827586206896552
REGENT'S WHARF,1,Porthleven Harbour,0.5
B. AND F. S. WHARF,1,St. Andrews,0.41379310344827586
WOOLWICH BUOYS,1,Richibucto,0.5
"JUNE 29, 1889.]",1,Ljusne,0.38095238095238093
BARNARD'S WHARF,1,Alfredsham,0.48
HERMITAGE TR,1,Kragero,0.5263157894736842
CHINNOCK WHARF,1,Crinan Canal,0.46153846153846156
SILVESTOWN,1,Charlestown,0.6666666666666666
WEST INDIA DOCKS BUOYS,1,Neath and Briton Ferry Docks,0.48
GRAVESEND BUOYS,1,Gravesend,0.75
LONG REACH,1,Montreal,0.5555555555555556
ROTHERHITHE,1,Rochefort,0.6
JUSTICE,1,Ljusne,0.6153846153846154
TRCON,1,Troon,0.8
GILLESPIE,1,Lillesand,0.5555555555555556
TRUST DEEDS,1,St. Helens,0.5714285714285714
FOR BUILDING WORK,1,Fort William,0.4827586206896552
PEN,1,Penryn,0.6666666666666666
LIVERPOOL (LONDON DOCKS),1,Liverpool,0.5454545454545454
Y,1,Ayr,0.5
BROWNLEE,1,Barnstaple,0.5555555555555556
JOS. WILKINSON,1,Slingso,0.5714285714285714
"OCTOBER 3, 1891",1,Tonsberg,0.43478260869565216
"MAY 9, 1891",1,Bombay,0.35294117647058826
PEEL (ISLE OF MAN),1,Scilly (Isles of Scilly),0.5714285714285714
"SEPTEMBER 19, 1891",1,Pembroke Dock,0.3870967741935484
BS,1,Brest,0.5714285714285714
DUN,1,Dublin,0.6666666666666666
"TAYLOR BROS., ADELAIDE WORKS, SHEFFIELD",1,Lichfield,0.3333333333333333
IMPORTS,1,Portsoy,0.7142857142857143
ARKLOW,1,Charlestown,0.5882352941176471
COUN,1,Corrunna,0.6666666666666666
RE,1,Rye,0.8
GOOLE DOCK,1,Goole,0.6666666666666666
&,1,,0.0
GUERNSEY,1,Jersey,0.7142857142857143
KIDDSON DOCK,1,Glasson Dock,0.6666666666666666
LIVERPOOL (KIDDSON DOCK),1,Liverpool,0.5454545454545454
KINGTON DOCK,1,Glasson Dock,0.6666666666666666
LIVERPOOL (KINGTON DOCK),1,Liverpool,0.5454545454545454
DUNI,1,Dunkirk,0.7272727272727273
OCT,1,Worcester,0.5
CANADA DOCKS,1,Sharpness Docks,0.5925925925925926
WINNIPEG DOCK,1,Pembroke Dock,0.5384615384615384
WATERLOO DOCK,1,Pembroke Dock,0.6153846153846154
BLOCK FLOORING,1,Rochford,0.45454545454545453
KING'S CROSS,1,Slingso,0.5263157894736842
CUSTOMS DOCK,1,Calstock,0.6
SCOT,1,Saon,0.5
TS OPEN,1,Hopeman,0.5714285714285714
EN,1,Redon,0.5714285714285714
EDMISTON &,1,Preston,0.5882352941176471
SUCCESSFUL,1,Sheerness,0.42105263157894735
CULLER,1,Colberg,0.6153846153846154
TILES,1,Trieste,0.6666666666666666
"LONDON, E.C",1,London,0.7058823529411765
AND,1,Mandal,0.6666666666666666
WEST INDIA,1,West Bay,0.6666666666666666
"VEREBSTUFF, LONDON",1,London,0.5
AVONMOUTH,1,Avonmouth Dock,0.782608695652174
BLYTHAVEN,1,Blyth,0.7142857142857143
BLACKHEATH,1,Asbacka,0.5882352941176471
SEAHAM,1,Soderhamn,0.6666666666666666
"AUGUST 21, 1897",1,Bathurst,0.34782608695652173
LOWE[?],1,Looe,0.5454545454545454
ROYAL ALBE[?],1,Port Royal,0.43478260869565216
VICTORIA [?],1,Astoria,0.5263157894736842
HORNSBY DOCK,1,Sharpness Docks,0.6666666666666666
WAPPING DOCK,1,Sharpness Docks,0.5925925925925926
DOCKS AND WHARVES,1,Sandarne,0.56
ELIZABETH DOCK,1,Pembroke Dock,0.5925925925925926
SANDON DOCK,1,Glasson Dock,0.6956521739130435
ROBERT KERR & SONS,1,Port Gordon,0.4827586206896552
LONDON (WELLINGTON DOCK),1,Lynn (King's Lynn),0.47619047619047616
LIVERPOOL (BROOKLYN DOCK),1,Liverpool,0.5294117647058824
NDON S.E,1,London,0.5714285714285714
W.CK,1,Wick,0.75
JOINERS' WORK TO ORDER,1,Invergordon,0.42424242424242425
Y DOCK,1,Tilbury Docks,0.631578947368421
DE LYON,1,Deal,0.5454545454545454
G FEET,1,Gefle,0.5454545454545454
WYF WMF,1,Fort William,0.42105263157894735
DUBLIN (NELSON DOCK),1,Glasson Dock,0.5625
QUEEN'S DOCKS,1,Greenock,0.5714285714285714
AMERIKA,1,Fagervik,0.6666666666666666
WILLIAM WRIGHT'S DOCK,1,Glasson Dock,0.48484848484848486
SOUTH WEST INDIA DOCKS,1,Sharpness Docks,0.5405405405405406
ROYAL VICTORIA DOCK,1,Portishead dock,0.5294117647058824
LITTLETOWN,1,Littlehampton,0.782608695652174
LIVERPOOL (UNION DOCKS),1,Liverpool,0.5625
R. G. TICKLE & SON,1,Charlestown,0.41379310344827586
KIRKWOOD & CO,1,Kirkcaldy,0.45454545454545453
LONDON (TILE DOCKS),1,Tilbury Docks,0.5625
BRISTOL (QUEEN'S DOCK),1,Pembroke Dock,0.5142857142857142
CTION,1,Ripon,0.6
SECTION,1,Seaton,0.7692307692307693
LE & SON,1,Folkestone,0.5555555555555556
OD,1,Oxford,0.5
CREWE,1,Cowes,0.6
ROOFING FELT,1,Figeholm,0.5
CKS,1,Cork,0.5714285714285714
"WEB SAWS,",1,West Bay,0.47058823529411764
