port_name,port_type,year,num_ships,num_cargo_items,top_commodity_1,top_commodity_2,top_commodity_3
Concarneau,origin,1887,1,1,pit,,
Concarneau,origin,1889,1,1,pitwood,,
Concarneau,origin,1891,2,2,pitwood,,
Copenhagen,origin,1877,1,1,bales,,
Copenhagen,origin,1881,2,2,wood hoops,oak,
Copenhagen,origin,1883,3,3,bales,hoops,wood hoops
Copenhagen,origin,1884,1,1,woodware,,
Copenhagen,origin,1885,3,3,hoops,logs,
Copenhagen,origin,1887,3,3,sawn fir,mining timber,hewn oak
Copenhagen,origin,1889,11,12,hewn oak,hoops,hawn oak
Copenhagen,origin,1891,9,10,oak,staves,laths
Copenhagen,origin,1892,1,2,hoops,wood pulp,
Copenhagen,origin,1893,9,11,wood,sawn wood,props
Copenhagen,origin,1895,4,5,hewn oak,hewn fir,pit props
Copenhagen,origin,1897,6,8,oak hewn,hewn oak,deals
Copenhagen,origin,1898,1,1,deals,,
Copenhagen,origin,1899,2,3,teak,scantlings,hewn oak
Corcarneau,origin,1887,1,1,pit,,
Corcubion,origin,1881,1,1,pitwood,,
Corcubion,origin,1891,1,1,pitwood,,
Corcubion,origin,1893,3,3,fir pitwood,,
Corfu,origin,1874,1,1,staves,,
Cork,destination,1881,27,45,deals,ends,boards
Cork,destination,1883,34,67,deals,pit,hewn fir
Cork,destination,1884,17,20,hewn fir,pitwood,deals
Cork,destination,1885,69,117,deals,battens,hewn fir
Cork,destination,1887,23,35,deals,sawn fir,pit
Cork,destination,1889,36,54,deals,hewn fir,sawn fir
Cork,destination,1890,1,2,sawn fir,fir battens,
Cork,destination,1891,16,28,deals,fir,sawn fir
Cork,destination,1893,29,36,sawn fir,deals,hewn fir
Cork,destination,1895,23,33,sawn fir,deals,deals and battens
Cork,destination,1896,1,1,deals,,
Cork,destination,1897,4,5,hoops,cedar,mahogany
Cork,destination,1899,8,8,sawn fir,staves,
Cork,origin,1877,1,1,,,
Cork,origin,1879,3,0,,,
Cornelius,origin,1883,1,0,,,
"Cornwallis, N.S.",origin,1881,1,2,deals,,
Corronne,origin,1881,1,1,fir hewn,,
Cortland,origin,1897,1,1,splints,,
Corunra,origin,1889,1,1,pitwood,,
County,origin,1893,1,0,,,
Covesec,origin,1889,1,1,pitwood,,
Cowes,destination,1881,5,10,deals,boards,fir
Cowes,destination,1883,2,4,sawn fir,battens,hewn fir
Cowes,destination,1885,13,39,deals,sawn fir,slate
Cowes,destination,1887,8,9,deals,sawn,sawn fir
Cowes,destination,1889,7,13,deals,hewn fir,firewood
Cowes,destination,1891,2,4,deals,slate laths,fir
Cowes,destination,1893,3,5,fir,hewn fir,fir deals
Cowes,destination,1895,13,15,deals,firewood,sawn fir
Cowes,destination,1899,8,13,deals,firewood,battens
Cristinestad,origin,1899,2,2,props,putlogs,
Croisic,origin,1880,1,1,props,,
Croisic,origin,1889,1,1,pitwood,,
Cronstadt and Wyborg,origin,1893,1,1,deals,,
Cronstudt,origin,1877,1,3,spars,lathwood,
Crorstadt,origin,1891,1,3,lathwood,firewood,deals
Cuba,origin,1881,1,1,mahogany,,
Cuba,origin,1893,1,2,mahogany,cedar,
Cubucto,origin,1883,1,2,deals,,
Cumberland Basin,origin,1877,1,2,deals,ends,
Cunbushamn,origin,1877,1,1,pit props,,
Curacao,origin,1889,1,2,garliac,mahogany,
Curacao,origin,1899,1,1,mahogany,,
Curacoa,origin,1891,1,1,boxwood,,
Curacoa,origin,1899,1,1,mahogany,,
Curagoa,origin,1875,1,2,mahogany,lignum vitae,
"Cutting, Ground",origin,1895,1,0,,,
"Cutting, Ground",origin,1897,1,0,,,
Cuxhaven,origin,1885,1,1,telegraph,,
Cuxhaven,origin,1895,1,1,deals,,
Cuxhaven,origin,1899,1,2,oars,car,
DEY FLOORING,destination,1896,1,0,,,
DIVIDENDS,destination,1879,7,1,pine,,
DIVIDENDS,destination,1883,15,15,hewn fir,,
DIVIDENDS,destination,1884,5,5,pit,deals,dressed
DO FEET SUPER,destination,1899,1,1,staves,,
DOCK FIRES IN LIVERPOOL,destination,1893,1,1,sawn fir,,
DOCKS,destination,1893,6,7,lathwood,firewood,boards
DON,destination,1893,1,1,pitwood,,
DOORS,destination,1895,3,0,,,
DRYING KILNS,destination,1895,2,3,pitwood,sawn unrated timber,sawn fir
DS,destination,1889,5,10,deals,battens,waney white pine
DULDING,destination,1893,2,2,sawn fir timber,fir,
Dago,origin,1879,1,0,,,
Dago,origin,1881,2,1,pit,,
Dahl,origin,1889,1,1,fir deals and battens,,
Dahlkarls,origin,1883,1,1,staves,,
Dahlkarlsa,origin,1881,1,1,firwood,,
Dal,origin,1889,2,2,deals,,
Dal,origin,1893,2,2,fir deals and boards,fir battens,
Dal,origin,1895,1,1,staves,,
Dal,origin,1899,1,2,firewood,deals,
Dalhousie,origin,1875,1,5,spruce timber,scantlings,deals
Dalhousie,origin,1877,9,22,deals,ends,timber
Dalhousie,origin,1879,7,7,deals,,
Dalhousie,origin,1881,13,32,deals,timber,birch
Dalhousie,origin,1883,16,41,deals,spruce,ends
Dalhousie,origin,1884,1,7,spruce,pine,scantlings
Dalhousie,origin,1885,9,22,deals,birch,hewn fir
Dalhousie,origin,1887,6,13,deals,birch,scantlings
Dalhousie,origin,1889,10,29,deals,birch,spruce
Dalhousie,origin,1891,10,15,deals,fir timber,sawn birch
Dalhousie,origin,1893,7,9,spruce,sawn fir,fir deals and ends
Dalhousie,origin,1895,8,9,deals,deals and battens,deals and ends
Dalhousie,origin,1899,4,4,deals,deals and ends,
"Dalhousie, N.B.",origin,1883,2,7,birch,fir,spruce timber
"Dalhousie, N.B.",origin,1885,2,4,deals,fir,birch
"Dalhousie, N.B.",origin,1887,2,12,spruce,pine,birch timber
"Dalhousie, N.B.",origin,1889,3,3,deals,sawn fir,
"Dalhousie, N.B.",origin,1891,3,4,deals,fir,hewn birch
"Dalhousie, N.B.",origin,1893,1,2,fir deals,hewn birch,
"Dalhousie, N.B.",origin,1895,1,2,spruce,,
"Dalhousie, N.B.",origin,1899,6,6,deals and ends,pine deals and battens,sawn fir
Dalkarlsa,origin,1877,1,1,deals,,
Dalkarlsa,origin,1879,1,1,deals,,
Dalkarlsa,origin,1887,2,3,spars,deals,props
Dalkarlsa,origin,1889,1,3,hewn fir,firewood,fir
Dame d'Esperance,origin,1879,1,0,,,
Danovara,origin,1883,1,0,,,
Dansig,origin,1889,1,1,firewood,,
Dantric,origin,1881,1,1,deals,,
Dantsic,origin,1883,1,1,oak,,
Dantzio,origin,1879,1,0,,,
Dantzio,origin,1881,2,2,timber,fir sawn,
Danzie,origin,1883,1,1,timber,,
Danzig,origin,1874,38,89,timber,deals,sleepers
Danzig,origin,1875,47,143,timber,fir timber,deals
Danzig,origin,1877,66,136,sleepers,oak,deals
Danzig,origin,1878,1,4,half-sleepers,sleepers,
Danzig,origin,1879,106,63,timber,staves,oak
Danzig,origin,1881,140,270,sleepers,timber,staves
Danzig,origin,1882,4,10,deals,sleepers,fir hewn
Danzig,origin,1883,191,357,hewn fir,sleepers,timber
Danzig,origin,1884,5,6,sleepers,hewn fir,deals
Danzig,origin,1885,156,265,oak,hewn fir,staves
Danzig,origin,1886,3,5,hewn fir,sawn fir,
Danzig,origin,1887,160,230,oak,hewn fir,sawn fir
Danzig,origin,1888,3,6,sawn fir,hewn fir,hewn oak
Danzig,origin,1889,188,284,oak,fir,hewn fir
Danzig,origin,1890,12,20,hewn oak,birch,hewn fir
Danzig,origin,1891,107,137,hewn fir,sleepers,fir
Danzig,origin,1892,12,16,sawn,hewn fir,timber
Danzig,origin,1893,98,146,hewn fir,hewn oak,timber
Danzig,origin,1895,83,90,hewn fir,sawn fir,sleepers
Danzig,origin,1896,4,4,props,oak,timber
Danzig,origin,1897,22,32,hewn fir,sleepers,mouldings
Danzig,origin,1898,4,8,redwood,hewn fir,sleepers
Danzig,origin,1899,43,56,sleepers,hewn fir,sleeper blocks
Darg,origin,1898,1,1,battens,,
Darien,origin,1874,1,3,deals,timber,pipe
Darien,origin,1875,7,19,deals,timber,lathwood
Darien,origin,1877,10,39,deals,logs,timber
Darien,origin,1878,1,3,pitch pine,planks,
Darien,origin,1879,11,11,pine,deals,
Darien,origin,1881,42,87,deals,timber,sawn fir
Darien,origin,1883,14,23,deals,hewn fir,logs
Darien,origin,1885,22,41,deals,sawn fir,hewn fir
Darien,origin,1887,3,7,deals,pine timber,logs
Darien,origin,1889,11,17,deals,logs,sawn pitch pine
Darien,origin,1891,4,10,deals,hewn fir,sawn fir
Darien,origin,1893,6,10,sawn fir,deals,hewn fir
Darien,origin,1895,6,9,sawn fir,hewn fir,pitch
Darien,origin,1897,3,3,sawn pitch pine,pitch pine,
Darien,origin,1898,2,3,logs,pitch,hewn fir
Darien,origin,1899,2,5,sawn pitch pine deals,logs,hewn fir
"Darien, Ga.",origin,1891,1,1,,,
"Dariero, G.A.",origin,1899,1,1,pitch pine deals,,
Darklkahn,origin,1885,2,2,lumber,firewood,
Darłowo,origin,1883,2,2,hewn,,
Darłowo,origin,1885,5,5,pit,birch,props
Darłowo,origin,1887,8,8,props,pit,beech
Darłowo,origin,1889,6,6,props,pit,
Darłowo,origin,1891,11,11,pit,props,fir
Darłowo,origin,1893,4,4,fir pit props,hewn fir,fir
Darłowo,origin,1895,1,2,pitwood,sawn pitwood,
Darłowo,origin,1897,2,2,props,pit props,
De Brodre,origin,1891,1,0,,,
Delfhaven,origin,1885,1,1,hoops,,
Delfshaven,origin,1875,1,1,wood hoops,,
Delftshaven,origin,1891,1,1,hoops,,
Demarara,origin,1883,1,1,logs,,
Demarara,origin,1899,1,1,logs,,
Demerara,origin,1874,9,14,logs,deals,wood
Demerara,origin,1875,3,3,timber,logs,
Demerara,origin,1877,11,12,logs,staves,
Demerara,origin,1878,1,3,battens,logs,pcs-deals
Demerara,origin,1879,2,2,timber,,
Demerara,origin,1881,5,5,logs,,
Demerara,origin,1883,8,8,logs,,
Demerara,origin,1885,2,2,logs,greenheart,
Demerara,origin,1887,1,1,greenheart timber,,
Demerara,origin,1891,12,12,logs,hewn greenheart,
Demerara,origin,1892,1,1,logs,,
Demerara,origin,1893,6,6,logs,hewn greenheart,
Demerara,origin,1895,1,1,logs,,
Demerara,origin,1897,6,4,logs,hewn logs,timber
Denmark,origin,1875,1,1,props,,
Denmark,origin,1893,1,1,hoops,,
Deptford,destination,1885,72,113,deals,staves,boards
Deptford,destination,1887,1,1,timber,,
Deptford,destination,1889,25,35,firewood,staves,props
Derby,origin,1885,1,0,,,
Dieppe,origin,1880,1,1,veneers,,
Dieppe,origin,1881,10,10,furniture hardwood,veneers,
Dieppe,origin,1883,23,25,veneers,hardwood,veneer
Dieppe,origin,1884,3,3,veneers,,
Dieppe,origin,1885,2,2,firewood,wood hoops,
Dieppe,origin,1887,2,2,veneers,,
Dieppe,origin,1888,1,1,veneers,,
Dieppe,origin,1889,2,2,veneers,firewood,
Dieppe,origin,1891,14,14,veneers,hardwood,split wood
Dieppe,origin,1892,1,2,wood,veneers,
Dieppe,origin,1897,11,11,veneers,ton,
Dieppe,origin,1899,4,4,veneers,,
"Digby, N.S.",origin,1885,1,1,deals,,
Djupvik,origin,1887,5,7,deals,sawn fir,firewood
Djupvik,origin,1889,4,4,deals,firewood,pit
Djupvik,origin,1890,1,1,sawn fir,,
Djupvik,origin,1891,2,2,staves,fir boards,
Djupvik,origin,1893,4,4,deals,fir sawn,fir deals
Djupvik,origin,1895,2,2,deals and boards,,
Djupvik,origin,1899,2,2,deals,,
Djupviken,origin,1893,1,1,fir deals,,
Dobay,origin,1874,1,2,timber,deals and boards,
Dobery,origin,1875,1,1,logs,,
Doboy,origin,1877,5,8,hewn pitch pine,deals,hewn timber
Doboy,origin,1879,4,4,timber,pine,
Doboy,origin,1881,22,46,deals,timber,sawn timber
Doboy,origin,1883,9,18,deals,timber,cedar
Doboy,origin,1885,19,41,deals,sawn fir,hewn fir
Doboy,origin,1889,1,2,timber,deals,
"Doboy, U.S.A.",origin,1891,1,2,hewn fir,sawn fir,
Dohlkarsla,origin,1874,1,1,deals,,
Dolphin,origin,1883,1,0,,,
Domejo,origin,1879,1,1,deals,,
Domjo,origin,1881,1,1,battens,,
Domsjo,origin,1879,4,4,firewood,deals,battens
Domsjo,origin,1881,3,3,firewood,deals,battens
Domsjo,origin,1883,3,3,firewood,deals,battens
Domsjo,origin,1885,7,9,deals,firewood,hewn fir
Domsjo,origin,1887,7,8,deals,firewood,hewn fir
Domsjo,origin,1888,2,3,hewn fir,sawn fir,firewood
Domsjo,origin,1889,6,7,deals,firewood,fir
Domsjo,origin,1891,8,9,deals,battens,firewood
Domsjo,origin,1893,9,11,firewood,deals,fir deals and ns
Domsjo,origin,1895,7,6,deals,battens and boards,boards
Domsjo,origin,1897,2,2,dea,deals,
Domsjo,origin,1899,2,2,staves,sawn fir,
Domsjo and Nordsmalings,origin,1885,1,1,deals,,
Donelan,origin,1881,8,8,pitwood,pit,pitwood fir
Donelan,origin,1883,6,6,pitwood,,
Donlin,origin,1885,1,1,wood hoops,,
Dorchester,origin,1876,1,1,palings,,
Dorchester,origin,1885,1,1,deals,,
Dordrecht,origin,1881,11,11,wood hoops,hoops,wood
Dordrecht,origin,1882,1,1,hoops,,
Dordrecht,origin,1883,3,3,wood hoops,deals,
Dordrecht,origin,1885,7,7,hoops,,
Dordrecht,origin,1886,1,1,hoops,,
Dordrecht,origin,1887,4,4,hoops,,
Dordrecht,origin,1889,2,2,hoops,wood hoops,
Dordrecht,origin,1893,2,2,hoops,,
Dordt,origin,1877,1,1,pit,,
Dordt,origin,1879,3,0,,,
Dordt,origin,1881,14,14,hoops,wood hoops,wood
Dordt,origin,1882,1,1,hoops,,
Dordt,origin,1883,18,18,hoops,wooden hoops,wood hoops
Dordt,origin,1885,14,14,hoops,wooden hoops,sawn wood
Dordt,origin,1886,1,1,hoops,,
Dordt,origin,1887,21,21,hoops,doors,
Dordt,origin,1888,3,3,hoops,split hoops,
Dordt,origin,1889,13,13,hoops,wood hoops,wooden hoops
Dordt,origin,1890,1,1,hoops,,
Dordt,origin,1891,7,7,wood hoops,hoops,
Dordt,origin,1892,1,1,wood hoops,,
Dordt,origin,1893,6,6,hoops,wood,
Dorkt,origin,1885,1,1,hoops,,
Dort,origin,1877,1,14,props,pit props,deals and
Douarnenes,origin,1891,1,1,pitwood,,
Douarnenez,origin,1877,1,0,,,
Douarnenez,origin,1887,1,1,pitwood,,
Douarnenez,origin,1888,1,1,pitwood,,
Douarnenez,origin,1889,2,2,pitwood,,
Douarnenez,origin,1891,1,1,pit props,,
Douarnenez,origin,1895,1,1,timber,,
Douarnenez,origin,1899,1,2,fir,pit,
Dover,destination,1881,24,35,deals,firewood,boards
Dover,destination,1883,19,30,deals,firewood,fir
Dover,destination,1884,1,3,hewn fir,lathwood,deals
Dover,destination,1885,24,47,firewood,deals,spars
Dover,destination,1887,12,20,sawn fir,firewood,lathwood
Dover,destination,1889,20,29,deals,sawn fir,hewn fir
Dover,destination,1890,1,2,fir,spars,
Dover,destination,1891,14,13,deals,sleepers,hop
Dover,destination,1892,1,1,sawn fir,,
Dover,destination,1893,7,13,deals,sawn fir,hewn fir
Dover,destination,1895,11,15,sawn fir,deals,firewood
Dover,destination,1897,2,4,boards,spars,battens
Dover,destination,1899,3,3,logs pcs,pitwood,deals
Drag,origin,1877,1,1,pit,,
Drag,origin,1883,2,2,pit,,
Drag,origin,1891,4,5,deals,fir,birch
Dragerce,origin,1889,1,1,hewn fir,,
Draget,origin,1875,1,1,firewood,,
Drago,origin,1895,1,1,props,,
Dragsvik,origin,1891,1,1,deals,,
Drama,origin,1891,1,1,joinery,,
Drambak,origin,1885,1,2,hewn fir,props,
Dramman,origin,1889,1,2,hewn,props,
Dramman,origin,1892,1,1,boards,,
Drammen,origin,1874,32,59,battens,deals,staves
Drammen,origin,1875,72,180,battens,deals,staves
Drammen,origin,1877,75,137,battens,props,deals
Drammen,origin,1878,2,2,boards,,
Drammen,origin,1879,64,50,boards,battens,staves
Drammen,origin,1881,161,205,battens,boards,pit
Drammen,origin,1882,1,1,crowntrees,,
Drammen,origin,1883,148,191,boards,battens,deals
Drammen,origin,1884,3,8,spars,prepared,matchboards
Drammen,origin,1885,116,147,props,boards,pit
Drammen,origin,1887,142,174,sawn fir,pit,boards
Drammen,origin,1888,4,6,staves,burham,boards
Drammen,origin,1889,166,225,fir,props,pit
Drammen,origin,1890,10,17,floorings,scantlings,sawn fir
Drammen,origin,1891,104,117,fir,floorings,pit
Drammen,origin,1892,3,6,planed,fir,firewood
Drammen,origin,1893,75,94,props,boards,floorings
Drammen,origin,1895,26,33,sawn fir,boards,firewood
Drammen,origin,1896,1,1,boards,,
Drammen,origin,1897,27,29,sawn fir,battens,firewood
Drammen,origin,1898,2,1,wood,,
Drammen,origin,1899,34,40,boards,firewood,sawn fir
Dramn,origin,1887,1,1,pit,,
Dramn,origin,1889,1,2,firewood,spars,
Drangsoud,origin,1877,1,1,deals,,
Drangsund,origin,1893,2,2,firewood,,
Dranklippan,origin,1881,1,1,fir hewn,,
Drebak,origin,1875,1,1,boards,,
Drng,origin,1885,1,1,pit,,
Droback,origin,1883,1,1,props,,
Droback,origin,1887,1,1,props,,
Drobak,origin,1877,1,1,props,,
Drobak,origin,1879,1,0,,,
Drobak,origin,1881,6,6,pit,spars,fir
Drobak,origin,1883,3,4,props,round timber,pit
Drobak,origin,1885,2,2,pit,,
Drobak,origin,1887,7,7,pit,props,
Drobak,origin,1889,14,23,props,round timber,mining timber
Drobak,origin,1891,7,14,props,spars,pit
Drobak,origin,1893,1,4,square fir timber,round fir timber,fir spars
Drobak,origin,1895,3,4,hewn fir,square fir,props
Drobak,origin,1897,3,3,spars,sawn billet wood,birch props
Drobak,origin,1899,4,4,hewn fir,pitwood,pit props
Drogheda,origin,1879,2,1,timber,,
Dronning,origin,1879,1,0,,,
Dronthiem,origin,1885,1,2,sawn fir,pitwood,
Dronthiem,origin,1887,1,1,battens,,
"Drysdale, N.B.",origin,1885,1,2,deals,staves,
Dublin,destination,1881,21,33,deals,lathwood,boards
Dublin,destination,1883,79,107,deals,pitwood,pit
Dublin,destination,1884,1,1,lathwood,,
Dublin,destination,1885,120,184,deals,pit,half
Dublin,destination,1886,2,3,deals,timber,
Dublin,destination,1887,71,87,deals,pit,floorings
Dublin,destination,1889,39,65,deals,boards,battens
Dublin,destination,1890,2,4,deals,lathwood,sawn timber
Dublin,destination,1891,18,21,deals,boards,lathwood
Dublin,destination,1893,32,45,deals,boards,staves
Dublin,destination,1895,22,38,deals,boards,oak
Dublin,destination,1897,6,7,deals,teak,canada butt staves
Dublin,destination,1898,16,18,pitwood,battens,pitprops
Dublin,destination,1899,22,27,deals,floorings,deals and ends
Dublin,origin,1879,2,0,,,
Dumfries,origin,1885,1,1,pit,,
Dundee,destination,1874,39,120,deals,battens,timber
Dundee,destination,1875,118,286,deals,battens,timber
Dundee,destination,1877,1282,8209,oak timber,birch timber,pipe staves
Dundee,destination,1879,106,79,deals,battens,oak
Dundee,destination,1881,351,463,deals,battens,staves
Dundee,destination,1883,481,673,deals,battens,staves
Dundee,destination,1884,40,45,pitwood,staves,deals
Dundee,destination,1885,413,590,deals,staves,battens
Dundee,destination,1886,12,14,staves,laths,lathwood
Dundee,destination,1887,444,594,deals,sawn fir,battens
Dundee,destination,1888,9,11,staves,oak lumber,boat oars
Dundee,destination,1889,570,769,deals,battens,props
Dundee,destination,1890,15,25,oak lumber,logs,bags
Dundee,destination,1891,327,409,deals,battens,fir
Dundee,destination,1892,18,22,staves,oak lumber,deals
Dundee,destination,1893,222,333,deals,staves,battens
Dundee,destination,1895,144,177,deals,battens,sawn fir
Dundee,destination,1896,5,5,walnut,boards,oak
Dundee,destination,1897,60,88,logs,deals,hewn fir
Dundee,destination,1898,11,13,sleepers,battens,deals
Dundee,destination,1899,146,203,deals,battens,deals and battens
Dungarvon,origin,1879,1,0,,,
Dunkerque,origin,1899,1,1,fir beams,,
Dunkirk,origin,1881,1,1,firewood,,
Dunkirk,origin,1883,2,2,timber,sawn ash,
Dunkirk,origin,1885,2,2,sawn elm,pit,
Dunkirk,origin,1889,4,4,boards,floor boarding,alderwood
Dunkirk,origin,1890,1,1,hornbeam,,
Dunkirk,origin,1891,9,11,wood,beams,staves
Dunkirk,origin,1893,1,1,hewn elm,,
Dunkirk,origin,1898,1,1,beaus,,
Duppe,origin,1883,1,2,veneers,worth,
Dursey,origin,1899,1,0,,,
Dwarf,origin,1881,1,1,deals,,
Dyno,origin,1891,1,1,sawn timber,,
Dyreberg,origin,1891,1,0,,,
E. Indies,origin,1883,1,3,logs,,
E. Pascagoula,origin,1879,1,1,deals,,
E. U,destination,1881,1,3,fir,sawn wood,battens
E.C,destination,1891,1,0,,,
E.C,destination,1893,1,4,logs,ends,curls
E.C,destination,1899,1,1,planks,,
EKS WYZED,destination,1885,1,4,sawn pitch pine,mining timber,fir
ENSE BELTS,destination,1885,4,4,pitwood,,
EX PORT MELBOURNE,destination,1899,1,1,deals,,
EXPORTS,destination,1895,9,13,deals,hewn fir,props
East London,origin,1895,1,1,boxwood,,
East London,origin,1897,1,1,boxwood,,
East London,origin,1899,1,1,boxwood,,
East Port,origin,1875,1,2,timber,ends,
Eatonville,origin,1881,2,2,deals,fir sawn,
Economy,origin,1883,2,2,deals,,
Economy,origin,1885,5,9,deals,sawn fir,birch blocks
Economy,origin,1886,1,1,deals,,
Economy Point,origin,1885,1,1,spruce,,
"Economy Point, N.S.",origin,1889,1,3,and,sawn fir,spruce
"Economy Point, Nova Scotia",origin,1887,1,1,hewn fir,,
"Economy, N.B.",origin,1887,1,2,birch blocks,spruce,
"Economy, U.S.",origin,1887,1,2,birch blocks,deals,
Ed,origin,1889,1,0,,,
Edense,origin,1893,1,1,hoops,,
Egersund,origin,1881,1,1,birch,,
Egersund,origin,1890,1,1,firewood,,
Eggesund,origin,1881,1,1,deals,,
Ekenas,origin,1877,2,2,pit props,props,
Ekenas,origin,1881,1,1,pit,,
Ekenas,origin,1885,1,1,boards,,
Ekenas,origin,1887,1,1,fir,,
Ekenas,origin,1895,1,1,props,,
Elburg,origin,1883,1,1,bark,,
Elfrego,origin,1893,1,1,fir pitwood,,
Eliser,origin,1893,1,1,telegraph,,
Elma,origin,1895,1,0,,,
Elobey,origin,1883,1,1,ebony,,
Eloby,origin,1881,1,1,billets,,
Eloby,origin,1899,1,2,billets,logs,
"Elohey, W.C. Africa",origin,1883,1,1,billets,,
Elsberg,origin,1883,1,1,sawn beech,,
Elsfleth,origin,1881,1,1,firewood,,
Elsinore,origin,1887,3,3,pit,deals,
Emden,origin,1893,1,1,pit props,,
Emil,origin,1879,1,0,,,
Emil,origin,1887,1,0,,,
Emilie,origin,1885,1,0,,,
Emnbodd,origin,1883,1,2,hewn fir,battens,
Enoch,origin,1881,1,0,,,
Eriksdal,origin,1889,2,3,hewn fir,sawn fir,battens
Esacger,origin,1891,1,1,props,,
Esbjerg,origin,1882,1,1,hoops,,
Esbjerg,origin,1883,2,2,wooden hoops,,
Esbjerg,origin,1893,1,1,cases,,
Esborg,origin,1874,1,5,sleepers,timber,props
Escoumains,origin,1874,1,1,staves,,
Escoumains,origin,1887,1,3,deals,palings,
Escoumains,origin,1889,3,6,deals,ends,spoolwood
Escoumains,origin,1891,1,1,spoolwood,,
Esperanza,origin,1879,1,0,,,
Esquimalt,origin,1891,1,1,case,,
Essequibo,origin,1885,1,1,sawn green,,
Essvik,origin,1877,1,2,timber,battens,
Essvik,origin,1879,2,2,deals,firewood,
Essvik,origin,1881,1,1,battens,,
Essvik,origin,1883,5,7,battens,deals,hewn fir
Essvik,origin,1885,4,5,boards,ends,sawn fir
Essvik,origin,1891,4,4,deals,battens,
Essvik,origin,1893,1,1,pit props,,
Esurken,origin,1879,1,1,firewood,,
Esvik,origin,1885,1,1,sawn fir,,
Exeter,destination,1880,1,1,,,
Exeter,destination,1881,23,30,fir sawn,deals,logs
Exeter,destination,1883,31,45,deals,hewn fir,sawn fir
Exeter,destination,1885,25,39,deals,firewood,hewn fir
Exeter,destination,1887,24,34,deals,hewn fir,sawn fir
Exeter,destination,1889,11,16,deals,fir,sawn fir
Exeter,destination,1890,1,1,hornbeam,,
Exeter,destination,1891,8,8,fir,firewood,sawn fir
Exeter,destination,1893,19,27,deals,fir deals,fir battens
Exeter,destination,1895,17,20,deals,deals and battens,firewood
Exeter,destination,1899,10,15,deals,sawn fir,poles
Exploit Bay,origin,1899,1,1,deals,,
Exploits Bay,origin,1895,1,1,deals,,
Exploits Bay,origin,1899,1,1,deals,,
F' stad,origin,1879,1,1,deals,,
F'dericksvoern,origin,1879,1,0,,,
F'dksvoern,origin,1879,1,0,,,
F'drikstvoern,origin,1879,1,1,staves,,
F'driksvoern,origin,1879,1,0,,,
F'kstad,origin,1879,2,1,staves,,
F'stad.,origin,1879,1,1,staves,,
F'stadt,origin,1879,6,6,boards,staves,battens
FILES,destination,1893,1,3,lumber,shooks,staves
FILES,destination,1895,4,7,sawn fir,hewn oak,hewn unrated
FIR,destination,1891,14,14,deals,boards,battens
FIR,destination,1895,1,0,,,
FIRES,destination,1893,1,0,,,
FOREIGN,destination,1887,14,2,sawn fir,hewn fir,
Faaborg,origin,1875,2,2,,,
Faan,origin,1883,1,1,pitwood,,
Faekenburg,origin,1883,1,1,props,,
Faenerhaur,origin,1889,1,0,,,
Fagervik,origin,1885,1,2,balks,battens,
Fagervik,origin,1889,3,5,battens,firewood,spars
Fagervik,origin,1891,3,3,fir,deals,
Fagervik,origin,1893,1,1,fir deals,,
Fagervik,origin,1895,1,1,battens,,
Fagervik,origin,1899,2,2,boards,,
Fahrsund,origin,1879,1,1,staves,,
Falkenb'g,origin,1885,1,1,props,,
Falkenberg,origin,1874,1,1,deals,,
Falkenberg,origin,1875,14,16,props,pitwood,sleepers
Falkenberg,origin,1877,18,27,props,staves,pit props
Falkenberg,origin,1878,1,1,props,,
Falkenberg,origin,1879,26,2,firewood,deals,
Falkenberg,origin,1881,48,48,pit,fir,props
Falkenberg,origin,1883,51,51,pit,props,deals
Falkenberg,origin,1885,56,59,pit,props,deals
Falkenberg,origin,1887,31,31,pit,props,pitwood
Falkenberg,origin,1889,66,68,props,pit,hewn fir
Falkenberg,origin,1891,44,45,pit,props,deals
Falkenberg,origin,1892,2,2,props,,
Falkenberg,origin,1893,6,7,fir props,fir deals,fir hewn
Falkenberg,origin,1895,20,22,props,pit props,deals and battens
Falkenberg,origin,1897,10,12,props,pit props,deals and battens
Falkenberg,origin,1899,6,6,pitwood,props,deals
Falkner,origin,1899,1,2,pitch pine timber,sawn pitch pine deals,
Falkonberg,origin,1885,1,1,props,,
Familie,origin,1883,1,0,,,
Fano,origin,1893,1,1,staves,,
Faon,origin,1881,1,1,pitwood,,
Faon,origin,1883,1,1,props,,
Faon,origin,1885,1,1,pitwood,,
Faon,origin,1889,1,1,pit props,,
Farosund,origin,1883,4,5,birch,staves,hewn birch
Farosund,origin,1885,2,2,boards,birch,
Farosund,origin,1887,4,5,battens,firewood,staves
Farosund,origin,1889,1,1,birch,,
Farosund,origin,1899,1,1,birch staves,,
Fataholm,origin,1883,1,1,pit,,
Fatvik,origin,1883,1,1,deals,,
Fauley,origin,1883,1,1,hewn fir,,
Faxa,origin,1899,1,1,deals,,
Fayal,origin,1891,1,2,staves,,
Fecamp,origin,1881,1,1,firewood,,
Ferdinandina,origin,1875,1,1,deals,,
Fernandina,origin,1874,2,4,sticks,cedar,oak
Fernandina,origin,1875,1,1,sticks,,
Fernandina,origin,1877,4,8,timber,sticks,lumber
Fernandina,origin,1881,6,9,firewood,timber,tim
Fernandina,origin,1883,5,7,lumber,cedar,hewn fir
