origin_port,destination_port,year,num_ships,num_cargo_items,top_commodity,top_commodity_count
Christiania,London,1879,3,2,boards,2
Christiania,London,1881,28,42,boards,8
Christiania,London,1882,3,7,staves,2
Christiania,London,1883,28,42,boards,8
Christiania,London,1884,2,4,scantlings,2
Christiania,London,1885,27,31,boards,7
Christiania,London,1887,37,47,boards,7
Christiania,London,1888,1,1,blocks,1
Christiania,London,1889,18,24,blocks,6
Christiania,London,1890,1,1,scantlings,1
Christiania,London,1891,19,24,brush blocks,4
Christiania,London,1892,2,2,boards,2
Christiania,London,1893,15,24,boards,3
Christiania,London,1895,5,5,bags,3
Christiania,London,1897,2,2,boards,1
Christiania,London,1899,10,13,staves,1
Christiania,London (Silvertown),1885,2,2,pit,1
Christiania,London (Surrey Commercial Docks),1893,1,1,bags,1
Christiania,London (Tilbury Docks),1887,1,1,props,1
Christiania,London (Tilbury Docks),1889,1,1,sleepers,1
Christiania,London (Tilbury Docks),1891,4,5,firewood,1
Christiania,London (Tilbury Docks),1893,1,0,,0
Christiania,London (Tilbury Docks),1899,1,1,fir boards,1
Christiania,Londonderry,1885,1,1,pit,1
Christiania,Londonderry,1887,1,1,pitwood,1
Christiania,Lynn,1879,5,1,boards,1
Christiania,Lynn,1881,6,13,pit,3
Christiania,Lynn,1882,1,1,pit,1
Christiania,Lynn,1885,3,5,sawn fir,1
Christiania,Lynn,1887,3,3,pit,1
Christiania,Lynn,1889,4,9,sleepers,2
Christiania,Lynn,1893,1,1,hewn fir,1
Christiania,Lynn,1895,1,1,pit props,1
Christiania,Lynn,1899,5,6,boards,2
Christiania,Milford,1881,1,2,firewood,1
Christiania,Milford,1887,1,3,battens,1
Christiania,Milford,1890,1,3,planed fir,1
Christiania,Milford,1891,1,2,firewood,1
Christiania,Montrose,1885,1,1,boards,1
Christiania,Newport,1881,14,18,pit,9
Christiania,Newport,1883,13,26,spars,9
Christiania,Newport,1885,11,22,hewn,3
Christiania,Newport,1887,5,7,boards,2
Christiania,Newport,1889,13,21,fir,6
Christiania,Newport,1890,1,2,pit,1
Christiania,Newport,1891,5,11,pit,2
Christiania,Newport,1892,1,1,pit,1
Christiania,Newport,1893,5,8,hewn fir,1
Christiania,Newport,1895,3,3,sawn fir,2
Christiania,Newport,1897,2,3,hewn fir,1
Christiania,Newport,1899,1,1,boards,1
Christiania,Newry,1881,3,3,pit,3
Christiania,Newry,1883,1,1,hewn fir,1
Christiania,Newry,1887,5,5,props,2
Christiania,PRINCES DOCK,1899,1,1,hewn fir pit props,1
Christiania,PURFLEET,1889,1,1,props,1
Christiania,Poole,1877,8,9,props,7
Christiania,Poole,1879,4,0,,0
Christiania,Poole,1881,6,8,pit,3
Christiania,Poole,1883,3,4,poles,1
Christiania,Poole,1885,6,7,poles,1
Christiania,Poole,1887,7,11,pit,3
Christiania,Poole,1889,10,13,pit,4
Christiania,Poole,1891,6,9,fir,5
Christiania,Poole,1893,2,3,fir boards,1
Christiania,Poole,1895,2,5,deals,1
Christiania,Poole,1897,1,3,dressed boards,1
Christiania,RUNCORN DOCK,1895,1,1,scantlings,1
Christiania,RYE,1881,1,2,sawn fir,1
Christiania,Runcorn,1881,6,8,pit,3
Christiania,Runcorn,1889,1,2,fir,2
Christiania,SEE SPECIMENS,1891,1,1,pit,1
Christiania,SIMPLE IN CONSTRUCTION,1897,1,2,deals,1
Christiania,SIMPLE IN CONSTRUCTION,1898,2,0,,0
Christiania,SKIBBEREEN,1881,1,1,pit,1
Christiania,STIRLING,1889,2,2,pitwood,1
Christiania,Sligo,1881,3,3,pit,2
Christiania,Sligo,1883,6,6,pit,5
Christiania,Sligo,1885,3,3,pit,3
Christiania,Sligo,1887,1,1,pitwood,1
Christiania,Sligo,1889,1,2,pit props,2
Christiania,Stockton,1881,5,5,pit,2
Christiania,Stockton,1882,1,1,spars,1
Christiania,Stockton,1883,4,5,hewn fir,1
Christiania,Stockton,1885,3,3,props,3
Christiania,Stockton,1889,6,8,fir,6
Christiania,Stockton,1891,1,1,sleepers,1
Christiania,Stockton,1893,1,1,pitprops,1
Christiania,Stockton,1895,1,1,boards,1
Christiania,TICES,1891,1,1,pit,1
Christiania,TOWER DOCK,1893,1,1,brush blocks,1
Christiania,TOWN DOCKS,1893,2,3,boards,2
Christiania,TUNNEL PIER,1885,1,1,spars,1
Christiania,Troon,1885,1,1,pit,1
Christiania,Troon,1887,1,1,pit,1
Christiania,Troon,1891,1,1,pit,1
Christiania,Truro,1885,2,2,props,1
Christiania,Truro,1895,2,2,sawn fir,1
Christiania,Tyne,1881,20,30,pit,8
Christiania,Tyne,1883,17,25,props,6
Christiania,Tyne,1885,29,48,mining timber,12
Christiania,Tyne,1886,1,1,crown trees,1
Christiania,Tyne,1887,33,55,props,9
Christiania,Tyne,1888,2,6,square timber,1
Christiania,Tyne,1889,30,55,mining timber,19
Christiania,Tyne,1890,2,3,deals,1
Christiania,Tyne,1891,17,25,mining timber,5
Christiania,Tyne,1892,5,11,mining timber,4
Christiania,Tyne,1893,23,44,mining timber,11
Christiania,Tyne,1895,10,23,bales,7
Christiania,Tyne,1896,1,1,bales,1
Christiania,Tyne,1897,6,9,mining timber,2
Christiania,Tyne,1899,5,11,bales,3
Christiania,WINTERS,1898,1,0,,0
Christiania,Wexford,1881,2,2,pit,2
Christiania,Wexford,1883,3,3,pit,2
Christiania,Wexford,1885,3,3,pit,3
Christiania,Wick,1883,2,5,pit,2
Christiania and Gothenburg,Dundee,1887,3,10,bags,4
"Christiania, Laurvig, and Arendal",London,1893,1,4,crowntrees,1
"Christiania, Laurvigdal",Tyne,1898,1,2,battens,1
"Christiania, etc.",London,1899,1,1,brush blocks,1
Christianopel,Bristol,1891,1,1,birch,1
Christianopel,Goole,1891,1,2,birch,1
Christianopel,Grimsby,1891,1,1,birch,1
Christianopel,Grimsby,1895,1,1,props,1
Christianopel,Grimsby,1899,2,2,props,2
Christianople,Grimsby,1881,2,2,pit,1
Christianople,Grimsby,1895,1,2,props,1
Christianople,Lynn,1881,1,1,pit,1
Christiansand,... ... M G & CO,1899,1,1,sawn fir,1
Christiansand,BUILDERS' CLERKS' BENEVOLENT INSTITUTION,1881,1,2,mining timber,1
Christiansand,BULL DOCK,1899,1,1,poles,1
Christiansand,Borrowstounness,1874,1,3,oak,2
Christiansand,Borrowstounness,1875,12,24,props,10
Christiansand,Borrowstounness,1877,16,27,props,21
Christiansand,Borrowstounness,1879,18,0,,0
Christiansand,Borrowstounness,1881,36,36,pit,19
Christiansand,Borrowstounness,1883,24,24,props,15
Christiansand,Borrowstounness,1885,19,19,pit,11
Christiansand,Borrowstounness,1887,12,12,pit,6
Christiansand,Borrowstounness,1889,17,17,pitwood,7
Christiansand,Borrowstounness,1891,12,13,pitwood,4
Christiansand,Borrowstounness,1893,3,3,pitwood,3
Christiansand,Borrowstounness,1895,4,4,props,1
Christiansand,Borrowstounness,1899,5,5,pitwood,2
Christiansand,Boston,1887,2,2,hewn fir,1
Christiansand,Boston,1891,1,1,hewn fir,1
Christiansand,Boston,1895,1,1,pitwood,1
Christiansand,Bristol,1875,8,9,props,2
Christiansand,Bristol,1881,3,4,pit,1
Christiansand,Bristol,1883,8,8,hewn fir,6
Christiansand,Bristol,1885,8,8,hewn fir,4
Christiansand,Bristol,1887,6,6,hewn fir,5
Christiansand,Bristol,1889,3,3,hewn fir,1
Christiansand,Bristol,1891,9,10,mining timber,6
Christiansand,Bristol,1892,1,2,mining timber,1
Christiansand,Bristol,1893,4,4,hewn fir,2
Christiansand,Bristol,1895,3,2,sawn fir,1
Christiansand,Bristol,1897,4,4,hewn fir,2
Christiansand,Bristol,1899,1,1,mining timber and props,1
Christiansand,Cliffe,1887,1,1,firewood,1
Christiansand,Cork,1885,1,1,birch firewood,1
Christiansand,Cowes,1887,1,1,deals,1
Christiansand,DIVIDENDS,1879,1,0,,0
Christiansand,Dublin,1887,1,2,sawn fir,1
Christiansand,Dundee,1874,1,1,props,1
Christiansand,Dundee,1875,1,7,deals,2
Christiansand,Dundee,1877,8,12,props,3
Christiansand,Dundee,1883,1,1,hewn fir,1
Christiansand,Dundee,1885,5,6,birch,2
Christiansand,Dundee,1887,7,8,sawn fir,4
Christiansand,Dundee,1889,4,4,props,2
Christiansand,Dundee,1891,1,1,,0
Christiansand,Dundee,1895,1,1,props,1
Christiansand,Dundee,1899,2,2,pitprops,1
Christiansand,FOREIGN,1887,1,0,,0
Christiansand,Fleetwood,1881,1,1,battens,1
Christiansand,Goole,1889,2,2,firewood,1
Christiansand,Greenock,1875,3,4,pit,2
Christiansand,Greenock,1877,2,2,props,2
Christiansand,Greenock,1881,7,7,pit,7
Christiansand,Greenock,1883,4,5,pit,1
Christiansand,Greenock,1885,5,6,pit,2
Christiansand,Greenock,1887,2,2,sawn fir,1
Christiansand,Greenock,1889,3,3,pit,2
Christiansand,Grimsby,1877,4,6,battens,2
Christiansand,Grimsby,1881,1,1,laths,1
Christiansand,Grimsby,1883,11,17,props,5
Christiansand,Grimsby,1885,7,8,hewn fir,4
Christiansand,Grimsby,1887,13,21,sawn fir,4
Christiansand,Grimsby,1889,10,21,props,6
Christiansand,Grimsby,1891,10,16,round timber,4
Christiansand,Grimsby,1893,1,1,hewn fir,1
Christiansand,Grimsby,1895,4,4,hewn fir,2
Christiansand,Grimsby,1897,1,1,hewn fir,1
Christiansand,Grimsby,1899,2,2,props,1
Christiansand,ING,1895,1,1,pitwood,1
Christiansand,Inverness,1881,3,3,pit,1
Christiansand,Inverness,1883,4,5,firewood,3
Christiansand,Inverness,1885,4,5,pit,2
Christiansand,Inverness,1887,2,2,pitwood,1
Christiansand,Inverness,1889,1,1,props,1
Christiansand,Inverness,1891,1,1,pit,1
Christiansand,Inverness,1899,3,3,props,2
Christiansand,LUDWIG WULFERT'S BELLY WOOD,1891,1,1,props,1
Christiansand,Lerwick,1881,2,2,fir staves,1
Christiansand,Lerwick,1883,3,3,birch,3
Christiansand,Lerwick,1885,1,1,staves,1
Christiansand,Lerwick,1887,1,2,hewn fir,1
Christiansand,Lerwick,1895,1,1,staves,1
Christiansand,Liverpool,1874,2,3,deal ends,1
Christiansand,Liverpool,1875,1,2,timber,1
Christiansand,Liverpool,1877,3,3,props,3
Christiansand,Liverpool,1881,1,2,timber,1
Christiansand,Liverpool,1883,4,6,props,3
Christiansand,Liverpool,1885,5,8,mining timber,3
Christiansand,Liverpool,1887,3,4,mining timber,2
Christiansand,Liverpool,1891,4,5,props,2
Christiansand,London,1875,4,16,battens,4
Christiansand,London,1883,2,3,deals,1
Christiansand,London,1885,3,6,deals and floorings,1
Christiansand,London,1887,2,2,hewn fir,1
Christiansand,London,1891,2,2,firewood,1
Christiansand,London,1893,3,5,fir props,1
Christiansand,London,1895,1,1,firewood,1
Christiansand,London,1897,2,2,firewood,2
Christiansand,London,1899,4,5,pitwood,2
Christiansand,Londonderry,1885,1,1,birch,1
Christiansand,Londonderry,1887,1,1,pitwood,1
Christiansand,Lynn,1879,9,4,staves,3
Christiansand,Lynn,1883,2,2,pit,1
Christiansand,Lynn,1885,1,1,battens,1
Christiansand,Lynn,1887,4,5,sawn fir,2
Christiansand,MENT,1893,3,3,hewn fir,2
Christiansand,Milford,1899,1,1,pitwood,1
Christiansand,Montrose,1881,1,1,spars,1
Christiansand,Montrose,1883,3,6,staves,3
Christiansand,Montrose,1885,2,2,staves,1
Christiansand,Montrose,1887,1,1,staves,1
Christiansand,Montrose,1889,1,1,fir,1
Christiansand,Montrose,1891,1,1,fir,1
Christiansand,NOTICES TO CREDITORS,1889,1,1,timber,1
Christiansand,Newport,1881,3,3,pit,2
Christiansand,Newport,1883,4,5,mining timber,2
Christiansand,Newport,1885,5,6,sawn,1
Christiansand,Newport,1887,3,4,hewn fir,2
Christiansand,Newport,1889,5,6,mining timber,2
Christiansand,Newport,1891,1,1,pit props,1
Christiansand,Newport,1893,2,2,sawn wood unrated,1
Christiansand,Newport,1895,4,4,pit,1
Christiansand,Newry,1885,1,1,fir,1
Christiansand,Newry,1887,3,3,pitwood,2
Christiansand,PENICUIK,1889,1,1,sawn fir,1
Christiansand,Poole,1877,6,8,props,6
Christiansand,Poole,1879,5,1,battens,1
Christiansand,Poole,1881,5,8,staves,1
Christiansand,Poole,1883,1,3,deals,1
Christiansand,Poole,1885,3,6,sawn fir,1
Christiansand,Poole,1887,2,2,battens,1
Christiansand,Poole,1889,1,1,staves,1
Christiansand,Poole,1891,4,7,pit,2
Christiansand,Poole,1895,1,1,oak logs,1
Christiansand,STIRLING,1889,1,1,pitwood,1
Christiansand,Sligo,1881,1,1,pit,1
Christiansand,Sligo,1883,1,1,props,1
Christiansand,Sligo,1885,2,2,birch,1
Christiansand,Stockton,1881,2,2,battens,1
Christiansand,Stockton,1885,1,1,deals,1
Christiansand,TICES,1891,1,1,pit,1
Christiansand,TIMBER,1877,1,28,pit,10
Christiansand,Tyne,1881,16,21,staves,6
Christiansand,Tyne,1883,13,18,staves,7
Christiansand,Tyne,1885,11,19,props,5
Christiansand,Tyne,1887,11,12,battens,3
Christiansand,Tyne,1889,8,11,props,3
Christiansand,Tyne,1891,4,7,mining timber,3
Christiansand,Tyne,1893,3,5,sleepers,3
Christiansand,Tyne,1895,1,0,,0
Christiansand,Tyne,1899,2,2,pitprops,1
Christiansand,UNDER,1891,1,1,pit,1
Christiansand,Wexford,1883,1,1,pit,1
Christiansand,Wexford,1885,1,2,mining timber,1
Christiansand,Wexford,1887,2,2,props,1
Christiansand,Wick,1881,2,2,birch,1
Christiansand,Wick,1883,8,11,birch,4
Christiansand,Wick,1884,1,1,hewn birch,1
Christiansand,Wick,1885,1,1,birch,1
Christiansand,Wick,1887,2,4,birch,2
Christiansand,Wick,1889,1,1,birch,1
Christiaria,Poole,1891,1,1,pit,1
Christina,Lynn,1879,1,0,,0
Christine,Bristol,1875,1,2,planed,1
Christineatad,Grimsby,1895,1,1,hewn fir,1
Christinehamn,Newport,1895,1,1,deals and ends,1
Churchbridge,Lynn,1893,1,1,deals,1
Cienfuegos,CURRENT PRICES,1875,1,2,logs,1
Cienfuegos,Dundee,1877,1,2,logs,2
Cienfuegos,Liverpool,1875,1,2,logs,2
Cienfuegos,Liverpool,1881,3,6,logs,3
Cienfuegos,Liverpool,1883,2,3,mahogany,1
Cienfuegos,Liverpool,1889,2,2,mahogany,1
Cienfuegos,Liverpool,1893,1,1,lancewood,1
Cienfuegos,London,1881,1,1,mahogany,1
Cienfuegos,Stockton,1881,1,2,mahogany,1
Cimbritshamn,Greenock,1875,1,5,timber,2
City St. Domingo,Liverpool,1881,1,1,lignum,1
City of Domingo,Liverpool,1881,1,1,lignum,1
City of Son,Liverpool,1875,1,1,timber,1
Co,Dundee,1877,1,1,lathwood,1
Coatzacoalcos,London,1891,1,2,logs,2
Coatzacoalcos,London (Tilbury Docks),1899,1,2,logs,2
"Coatzcoalcos, Mexico",London,1881,1,2,logs,2
Cobourete,Liverpool,1891,1,3,logs,2
Cocagne,Bristol,1875,1,2,deals,2
Cocagne,Dundee,1877,1,1,deals,1
Cocagne,Liverpool,1879,1,0,,0
Cocagne,Liverpool,1885,2,4,deals,3
"Cocagne, N.B.",Fleetwood,1887,2,2,sawn fir,1
"Cocagne, N.B.",Liverpool,1883,1,2,deals,1
Cocaigne,Fowey,1883,1,1,deals,1
"Cocaigne, N.B.",Liverpool,1879,1,1,deals,1
Cochin,Liverpool,1881,1,1,planks,1
Cochin,London,1874,1,1,staves,1
Cochin,London,1881,1,1,planks,1
Cochin,London,1883,1,1,ebony,1
Cochon,London (Tilbury Docks),1887,1,2,lathwood,1
Coconada,Liverpool,1881,1,1,sapanwood,1
Colberg,Borrowstounness,1885,3,3,pit,3
Colberg,Borrowstounness,1889,1,1,props,1
Colberg,Boston,1893,1,1,,0
Colberg,Grimsby,1883,2,2,hewn fir,1
Colberg,Grimsby,1885,1,1,hewn fir,1
Colberg,Grimsby,1887,1,1,beechwood,1
Colberg,Inverness,1885,1,1,fir,1
Colberg,London (Tilbury Docks),1887,1,1,pit,1
Colberg,Montrose,1881,1,1,pit,1
Colberg,Newport,1889,2,2,pit,2
Colberg,Poole,1883,4,4,props,4
Colberg,Poole,1885,4,4,props,3
Colberg,Poole,1887,1,1,hewn fir,1
Colberg,Poole,1889,2,2,pit,2
Colberg,Poole,1893,1,1,fir pit props,1
Colberg,Runcorn,1889,1,1,props,1
Colberg,Stockton,1883,2,2,props,2
Colberg,Stockton,1885,4,4,pit,1
Colberg,Tyne,1881,1,1,pit,1
Colberg,Tyne,1883,1,1,pit,1
Colberg,Tyne,1885,2,2,pit,2
Colbergermunde,Grimsby,1881,1,1,pit,1
Colbergermunde,Tyne,1881,1,1,pit,1
Colbjornsen,Lynn,1879,1,0,,0
Colmar,Grimsby,1891,1,1,pit,1
Cologne,London,1891,1,1,work,1
Cologne,London (Tilbury Docks),1891,2,2,mouldings,2
Colombo,Grimsby,1881,1,3,logs,2
Colombo,Liverpool,1883,1,1,logs,1
Colombo,London,1874,3,4,sapanwood,2
Colombo,London,1875,5,19,logs,7
Colombo,London,1881,4,5,logs,4
Colombo,London,1882,2,2,logs,1
Colombo,London,1883,2,2,logs,2
Colombo,London,1889,1,1,satinwood,1
Colombo,London (Tilbury Docks),1889,1,0,,0
Colombo,Newport,1889,1,1,planks,1
Colombo,Newport,1891,1,1,wood,1
Colon,BRUNSWICK DOCK,1893,1,1,logs,1
Colon,Bristol,1891,2,0,,0
Colon,CLOSED,1897,1,1,,0
Colon,Dover,1891,2,0,,0
Colon,Liverpool,1891,1,0,,0
Colon,Liverpool,1892,3,4,logs,3
Colon,Liverpool,1893,3,6,logs,3
Colon,Liverpool,1897,4,4,logs,3
Colon,London,1881,1,1,logs,1
Colon,London,1889,1,1,cedar,1
Colon,London,1891,1,2,logs,2
Colon,London,1893,1,1,mahogany,1
Colon,London,1895,2,2,logs,2
Colon,London (Tilbury Docks),1893,1,1,logs,1
Colon,Newport,1883,1,1,,0
Colon,SIMPLE IN CONSTRUCTION,1897,1,1,,0
Colon,Tyne,1889,1,1,cedar,1
Concarnean,Newport,1881,1,1,pit,1
Concarneau,Bristol,1891,1,1,pitwood,1
Concarneau,Newport,1881,1,1,pit,1
Concarneau,Newport,1887,1,1,pit,1
Concarneau,Newport,1889,1,1,pitwood,1
Concarneau,Newport,1891,1,1,pitwood,1
Copenhagen,BROWN & KRUSE,1891,1,1,laths,1
Copenhagen,Borrowstounness,1889,3,4,hewn oak,3
Copenhagen,Borrowstounness,1891,1,1,hewn oak,1
Copenhagen,Bristol,1898,1,1,deals,1
Copenhagen,Dundee,1877,1,1,bales,1
Copenhagen,Dundee,1887,1,1,sawn fir,1
Copenhagen,Dundee,1889,1,1,hewn oak,1
Copenhagen,Dundee,1891,2,2,oak,1
Copenhagen,Dundee,1895,1,1,hewn oak,1
Copenhagen,Dundee,1897,1,1,oak,1
Copenhagen,Greenock,1883,1,1,wood hoops,1
Copenhagen,Greenock,1887,1,1,hewn oak,1
Copenhagen,Greenock,1889,1,1,hewn oak,1
Copenhagen,Greenock,1897,2,2,oak hewn,1
Copenhagen,Grimsby,1887,1,1,mining timber,1
Copenhagen,Grimsby,1891,2,3,fir,1
Copenhagen,Grimsby,1897,1,1,deals,1
Copenhagen,Hull (Queen's Dock),1897,1,1,sawn fir,1
Copenhagen,Inverness,1889,3,3,hewn oak,2
Copenhagen,Inverness,1895,1,2,hewn fir,1
Copenhagen,Inverness,1897,1,3,hewn elm,1
Copenhagen,Inverness,1899,1,1,hewn oak,1
Copenhagen,Irvine,1893,1,1,fir deals,1
Copenhagen,Irvine,1895,1,1,hewn oak,1
Copenhagen,Liverpool,1893,1,1,wood patterns,1
Copenhagen,London,1881,1,1,oak,1
Copenhagen,London,1893,2,2,sawn wood,2
Copenhagen,London (Tilbury Docks),1899,1,2,teak,1
Copenhagen,PENICUIK,1889,1,1,hewn oak,1
Copenhagen,Tyne,1881,1,1,wood hoops,1
Copenhagen,Tyne,1883,2,2,bales,1
Copenhagen,Tyne,1884,1,1,woodware,1
Copenhagen,Tyne,1885,3,3,hoops,2
Copenhagen,Tyne,1889,1,1,hoops,1
Copenhagen,Tyne,1891,2,2,hoops,1
Copenhagen,Tyne,1892,1,2,hoops,1
Copenhagen,Tyne,1893,5,7,wood,2
Copenhagen,Tyne,1895,1,1,hoops,1
Copenhagen,Wick,1889,1,1,hewn oak,1
Copenhagen,Wick,1891,1,1,oak,1
Corcarneau,Poole,1887,1,1,pit,1
Corcubion,Bristol,1881,1,1,pitwood,1
Corcubion,Bristol,1891,1,1,pitwood,1
Corcubion,Bristol,1893,1,1,fir pitwood,1
Corcubion,Hull (Union Dock),1893,1,1,fir pitwood,1
Corfu,London,1874,1,1,staves,1
Cork,Dundee,1877,1,1,,0
Cornelius,London,1883,1,0,,0
"Cornwallis, N.S.",London,1881,1,2,deals,2
Corronne,Bristol,1881,1,1,fir hewn,1
Cortland,Liverpool,1897,1,1,splints,1
Corunra,Bristol,1889,1,1,pitwood,1
County,Liverpool,1893,1,0,,0
Covesec,Bristol,1889,1,1,pitwood,1
Cristinestad,London,1899,1,1,putlogs,1
Cristinestad,Tyne,1899,1,1,props,1
Croisic,Bristol,1889,1,1,pitwood,1
Croisic,Lynn,1880,1,1,props,1
Cronstadt and Wyborg,Lynn,1893,1,1,deals,1
Cronstudt,Dundee,1877,1,3,spars,1
Crorstadt,Inverness,1891,1,3,lathwood,1
Cuba,Liverpool,1881,1,1,mahogany,1
Cuba,London,1893,1,2,mahogany,1
Cubucto,Inverness,1883,1,2,deals,2
Cumberland Basin,Dundee,1877,1,2,deals,1
Curacao,Liverpool,1899,1,1,mahogany,1
Curacoa,Liverpool,1891,1,1,boxwood,1
Curacoa,Liverpool,1899,1,1,mahogany,1
Cuxhaven,Greenock,1885,1,1,telegraph,1
Cuxhaven,Hull (Queen's Dock),1895,1,1,deals,1
Cuxhaven,London (Tilbury Docks),1899,1,2,oars,1
Dago,Grimsby,1881,2,1,pit,1
Dago,Lynn,1879,1,0,,0
Dahl,Grimsby,1889,1,1,fir deals and battens,1
Dahlkarls,Grimsby,1883,1,1,staves,1
Dahlkarlsa,Poole,1881,1,1,firwood,1
Dal,Bristol,1893,1,1,fir deals and boards,1
Dal,Bristol,1899,1,2,firewood,1
Dal,Hull (Queen's Dock),1895,1,1,staves,1
Dal,Inverness,1889,1,1,deals,1
Dal,Inverness,1893,1,1,fir battens,1
Dal,Wick,1889,1,1,deals,1
Dalhousie,BORROWSTOWNESS,1895,1,1,deals,1
Dalhousie,Borrowstounness,1887,1,3,birch,1
Dalhousie,Boston,1891,1,2,sawn birch,1
Dalhousie,Bristol,1883,1,1,deals,1
Dalhousie,Bristol,1885,2,3,deals,2
Dalhousie,Bristol,1891,1,1,deals,1
Dalhousie,Cork,1891,2,2,deals,1
Dalhousie,Dublin,1895,1,2,deals,1
Dalhousie,Dundee,1877,1,1,deals,1
Dalhousie,Dundee,1881,2,5,birch,2
Dalhousie,Fleetwood,1881,1,1,deals,1
Dalhousie,Fleetwood,1885,1,1,deals,1
Dalhousie,Fleetwood,1891,1,1,deals,1
Dalhousie,Fleetwood,1899,1,1,deals and ends,1
Dalhousie,Fowey,1883,1,1,deals,1
Dalhousie,Fowey,1891,1,1,deals,1
Dalhousie,Greenock,1875,1,5,spruce timber,1
Dalhousie,Grimsby,1881,2,8,deals,3
Dalhousie,Grimsby,1883,1,1,deals,1
Dalhousie,Grimsby,1885,1,2,hewn fir,1
Dalhousie,Grimsby,1889,2,4,deals,2
Dalhousie,Grimsby,1899,1,1,deals,1
Dalhousie,Irvine,1895,1,1,deals,1
Dalhousie,Liverpool,1877,2,6,deals,2
Dalhousie,Liverpool,1879,5,5,deals,5
Dalhousie,Liverpool,1881,6,12,deals,5
Dalhousie,Liverpool,1883,6,24,deals,7
Dalhousie,Liverpool,1884,1,7,spruce,3
Dalhousie,Liverpool,1885,1,5,fir and,1
Dalhousie,Liverpool,1887,4,7,scantlings,2
Dalhousie,Liverpool,1889,5,19,birch,7
Dalhousie,Liverpool,1893,2,4,spruce,4
Dalhousie,London,1879,2,2,deals,2
Dalhousie,London,1881,1,5,deals,2
Dalhousie,London,1883,2,5,deals,3
Dalhousie,London,1887,1,3,birch,1
Dalhousie,London,1889,1,2,fir hewn,1
Dalhousie,London,1891,1,2,deals,1
Dalhousie,London,1893,1,1,sawn fir,1
Dalhousie,London (Tilbury Docks),1891,1,1,fir timber,1
Dalhousie,Londonderry,1893,1,1,deals,1
Dalhousie,Londonderry,1895,1,1,deals,1
Dalhousie,Lynn,1885,1,2,hewn fir,1
Dalhousie,Lynn,1893,1,1,sawn fir,1
Dalhousie,Newport,1881,1,1,fir sawn,1
Dalhousie,Newry,1885,1,2,hewn fir,1
Dalhousie,PURFLEET,1889,1,2,fir hewn,1
Dalhousie,Poole,1895,3,3,deals,2
Dalhousie,TIMBER,1877,1,1,deals,1
Dalhousie,TOWN DOCK,1893,1,1,fir deals and ends,1
Dalhousie,Tyne,1883,2,4,deals,3
Dalhousie,Tyne,1889,1,2,hewn birch,1
Dalhousie,Tyne,1891,1,3,hewn fir,1
Dalhousie,Tyne,1895,1,1,deals and ends,1
Dalhousie,Tyne,1899,2,2,deals,2
Dalhousie,WICKLOW,1891,1,2,timber,1
"Dalhousie, N.B.",Borrowstounness,1891,1,1,fir,1
"Dalhousie, N.B.",Bristol,1889,1,1,sawn fir,1
"Dalhousie, N.B.",Dublin,1891,1,1,deals,1
"Dalhousie, N.B.",Greenock,1895,1,2,spruce,2
"Dalhousie, N.B.",Grimsby,1885,1,1,deals,1
"Dalhousie, N.B.",Irvine,1899,1,1,deals and ends,1
"Dalhousie, N.B.",Liverpool,1883,1,4,fir,2
"Dalhousie, N.B.",Liverpool,1885,1,3,fir,1
"Dalhousie, N.B.",Liverpool,1887,1,10,spruce,5
"Dalhousie, N.B.",Liverpool,1889,1,1,deals,1
"Dalhousie, N.B.",Liverpool,1899,3,3,deals and ends,2
"Dalhousie, N.B.",Montrose,1899,1,1,pine deals and battens,1
"Dalhousie, N.B.",Newport,1887,1,2,sawn birch,1
"Dalhousie, N.B.",Newry,1893,1,2,fir deals,1
"Dalhousie, N.B.",ON,1899,1,1,,0
"Dalhousie, N.B.",Troon,1889,1,1,deals,1
"Dalhousie, N.B.",Tyne,1883,1,3,spruce timber,1
"Dalhousie, N.B.",Tyne,1891,1,2,hewn birch,1
Dalkarlsa,Grimsby,1887,2,3,spars,1
Dalkarlsa,Liverpool,1879,1,1,deals,1
Dalkarlsa,Newport,1889,1,3,hewn fir,1
Danovara,Greenock,1883,1,0,,0
Dansig,Boston,1889,1,1,firewood,1
Dantric,Stockton,1881,1,1,deals,1
Dantsic,Poole,1883,1,1,oak,1
Dantzio,Dundee,1881,1,1,fir sawn,1
Dantzio,Lynn,1879,1,0,,0
Dantzio,Lynn,1881,1,1,timber,1
Danzie,Dundee,1883,1,1,timber,1
Danzig,BURRYPORT,1879,2,1,timber,1
Danzig,Berwick,1881,1,2,fir hewn,1
Danzig,Borrowstounness,1875,2,9,pit props,3
Danzig,Borrowstounness,1877,2,2,sleepers,2
Danzig,Borrowstounness,1881,1,1,pit,1
Danzig,Borrowstounness,1885,3,3,pit,3
Danzig,Borrowstounness,1887,2,2,pitwood,1
Danzig,Borrowstounness,1889,1,1,deals,1
Danzig,Borrowstounness,1891,1,1,pitwood,1
Danzig,Boston,1887,5,5,sawn fir,4
Danzig,Boston,1889,3,3,fir sleepers,1
Danzig,Boston,1890,2,4,timber,1
Danzig,Boston,1891,1,1,fir,1
Danzig,Boston,1893,2,2,fir crossings,2
Danzig,Boston,1895,3,5,hewn fir,2
Danzig,Bristol,1874,5,14,deals,2
Danzig,Bristol,1875,20,78,fir timber,9
