source_file,line_number,extracted_ship,char_count,size_category,format_type,at_symbols,emdashes,hyphens,semicolons,periods,estimated_total_ships,estimated_missed_ships,raw_line_preview
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",9,Hiberniaro,387,LOW,STANDARD,5,5,0,1,14,5,4,"Hiberniaro (s) @ Baltimore,—6,000 staves, 31 pcs. oak timber, Order. Lake Nepignon (s) @ Montreal,—2,706 pcs. deals, W. Dawbarn & Co. Island Home @ Darien, &c.,—40 pcs., 621 logs mahogany, 5 logs beam..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",10,Arbitrator,601,MEDIUM,STANDARD,8,8,0,2,26,8,7,"Arbitrator (s) @ New Orleans,—1,500 staves, E. Chaloner & Co. Ohio (s) @ Philadelphia,—4,492 staves, Order. West Indian (s) @ West Indies,—52 logs ebony, Maxwell, Savage, & Co. ; 1,151 lancewood spars..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",10,Hope Bros. Helgeland,399,LOW,STANDARD,5,5,0,1,22,5,4,"Hope Bros. Helgeland @ Minatitlan,—492 logs mahogany, 3 log ends, Graham & Co. Theresa @ New Orleans,— 4,790 staves, E. Chaloner & Co. ; 298 pcs. timber, Order. Elmina (s) @ Africa, W.C.,—324 blts. eb..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",11,City of Chester,654,MEDIUM,STANDARD,8,8,0,1,30,8,7,"City of Chester (s) @ New York,—1,385 oars, Cunningham, Shaw, & Co. Jerfalcon @ Ceara, &c.,—13 dz. cedar boards, Singlehurst & Co. Lindesnaes @ Jamaica,—47 1/4 t. lignum vitæ, 56 3/4 t. ebony, J. Ande..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",11,H. H. Bolstad. Bavarien,328,LOW,STANDARD,4,4,0,0,18,4,3,"H. H. Bolstad. Bavarien (s) @ Mediterranean,—23 t. boxwood, Irvin & Sellers. Jennie S. Barker @ St. John, N.B.,—23,258 deals, &c., 280 pcs. scantling, 2,980 deal ends, 12,500 palings, Rathbone Bros. G..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",16,Adriatic,524,MEDIUM,STANDARD,7,7,0,0,19,7,6,"Adriatic @ New York,—2,400 staves, Tordenskjold @ Kurrachee,—211,700 staves, 4,043 deals, &c., Tagart & Co. Plassey @ New York,—482 pcs. lignum vitæ, Order. Mathilda @ Fredrikstadt,—49,189 boards, 1,3..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",26,Hero,325,LOW,STANDARD,5,5,0,0,17,5,4,"Hero (s) @ Christiania, &c.—352 pkgs. wood pulp, 26 c. deals, &c., 42 c. battens, Wilson. Hugin (s) @ Gothenburg,—132 c. deals, &c., 15 std. deals, &c., Smith. Alpha @ Tvedestrand,—3,342 pcs. timber, ..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",30,Trent,540,MEDIUM,STANDARD,9,8,0,0,29,9,8,"Trent (s) @ St. Petersburg,—1,500 pcs. lathwood, Wilson. Angelo (s) @ Christiania, &c.,—952 pkgs. wood pulp, 274 c. battens, Wilson. Orlando (s) @ Gothenburg,—480 bls. wood pulp, 7 c. deals, 55 c. dea..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",37,Dagmar,340,LOW,STANDARD,5,5,0,0,13,5,4,"Dagmar @ Memel,—3,505 pcs. deals, Order. Nestor @ Danzig,—60 oak logs, 515 pcs. fir timber, 450 pcs. sleepers, 6 fathoms lathwood, A. Hood & Co. Phoenix @ Drammen,—1,368 battens, 5,872 pit props, W. J..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",39,Delphanque Freres,391,LOW,STANDARD,6,6,0,0,12,6,5,"Delphanque Freres @ Hamburg,—2,260 pcs. mining wood, Pyman, Bell & Co. Mary @ Gothenburg,—27,064 pcs. pit props, Hunter & Ercksen. Maria @ Christiansand,—3,429 pit props, W. J. Harding. Martha @ Gothe..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",40,John,469,LOW,STANDARD,9,6,0,0,18,9,8,"John @ Laurvig,—16,348 pcs. pit props, Order. Hoppet @ Helsingfors, 7,433 pcs. pit props, Vincent Shepherd. Emma @ Bauer @ Riga,—686 sleepers, 399,750 staves, Order. Alka @ Memel, —446 pcs. deals, 6,3..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",41,Caroline,584,MEDIUM,STANDARD,8,8,0,0,24,8,7,"Caroline @ Drontheim,—5,590 pcs. battens, John Harle & Sons. Catherina @ Moss,—2,100 pcs. pit props, 117 pcs. pit props, 1,073 pcs. pit props, Order. Maria @ Sannesund,—1,152 pcs. battens, 3,919 p. pi..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p003.txt",12,Bernardus,420,LOW,STANDARD,6,6,0,0,14,6,5,"June 21. Bernardus @ Malmo,—363 pcs. hewn timber, E. S. Jobson & Co. Gustav Frederick @ Stettin,—639 pcs. logs, 80 pcs. short fir timber, 39 pcs. long fir timber, May & Fillmon @ Wyborg,—15,749 pcs. d..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p003.txt",13,Paul,484,LOW,STANDARD,6,6,1,0,18,6,5,"June 22. Paul @ Riga,—8,080 pcs. deals, battens, and ends, a quantity of lathwood, Harrison & Singleton. Concurrent (ss) @ Riga, —3,161 pcs. square sleepers, 360 pcs. half-square sleepers, Order. Joha..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p003.txt",24,Alcona,311,LOW,STANDARD,3,4,0,1,9,3,2,"June 11. Alcona @ Quebec,—3,630 pine deals, L'Union @ Quebec,—7,536 pine deals, Hunter, Sheriff & Co. Jeanette @ Namsos,—6,219 planks, battens and ends, a great quantity of firewood, Edmiston & Mitche..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p003.txt",45,Zufriedenheit,394,LOW,STANDARD,5,5,0,5,12,5,4,"June 19. Zufriedenheit @ Danzig,—986 pcs. fir timber, 1,041 deal ends, J. Brownlee; Idog @ Oscarshamn,—48¾ fthms. lathwood, 40 pcs. boards, Macpherson & McLaren; Anaconda @ Laurvig,—7,090 battens, J. ..."
"5. p.75-77 - June 26 1875 - Import of Timber, &c. Timber Trades Journal Vol. 3 1875_p003.txt",45,Idog,310,LOW,STANDARD,4,4,0,4,9,4,3,"Idog @ Oscarshamn,—48¾ fthms. lathwood, 40 pcs. boards, Macpherson & McLaren; Anaconda @ Laurvig,—7,090 battens, J. T. Salvesen & Co. ; Amanda @ Skien,—557 spars, 189 poles, 819 props, J. T. Salvesen ..."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p001.txt",70,Empress,642,MEDIUM,STANDARD,10,10,2,1,27,10,9,"Empress @ Fredrickstad,—20,502 pcs., Dawbarn & Co. Circassian (s) @ Quebec,—7,116 deals, Order. Lake Champlain (s) @ Montreal,—11,543 deals, Order. Confidence @ St. Malo,—264 pcs. timber, 15,350 trena..."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p001.txt",124,Clifton,715,MEDIUM,STANDARD,9,9,0,0,25,9,8,"Clifton @ Miramichi,—8,695 scantlings, 12,159 planks, 9,721 pcs. timber, Bland & Co. timber, Order. Greyhound @ Quebec,—19,554 deals, 2,783 deals, 7,050 staves, 1,660 pcs. timber, Bland & Co. @ Quebec..."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p001.txt",125,Sarata,475,LOW,STANDARD,5,3,0,0,14,5,4,"Sarata (s) @ Bahia,—274 logs rosewood, Order. Irrawaddy (s) @ Rangoon,—396 planks, 1,052 blocks, 118 ventilators, 21 logs maple, Order. Montana (s) @ New York,—763 pcs. lumber, 181 pcs., 52 logs mahog..."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p001.txt",129,Gleaner,753,MEDIUM,STANDARD,12,11,0,0,32,12,11,"Gleaner @ Dort, — 9,791 pcs. pit props, A. Goodwin & Co. Melrose Abbey (s) @ Riga, — 15,275 pcs. deals and 1,684 deal ends, Order. Nicoline @ Laurvig, — 17,699 pcs. pit props, R. Evans & Co. Cæsar @ F..."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p002.txt",3,Val'kyrius,1676,HIGH,STANDARD,20,29,1,0,93,20,19,"Coxon. Val'kyrius @ Arendal,—37 pcs. square timber, 396 round mining timber, and 776 pcs. props, E. S. Jobson & Co. Wyburg,—29,227 pcs. boards, Harrison & Singleton. Eersteling @ Calmar, — 383 pcs. po..."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p002.txt",50,Sardra,1259,HIGH,STANDARD,20,20,0,1,33,20,19,"Order. Sardra @ Wyburg,—26,257 boards, E. North & Co. Swantewit @ Riga,—23,088 deals and boards, Tuplin & Co. Cramlington @ Riga,—7,210 sleeper blocks, 1,475 sawn blocks, Burt & Co.; 100 lds. lathwood..."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p002.txt",50,A. H. Langford. Aino,1057,HIGH,STANDARD,17,17,0,0,27,17,16,"A. H. Langford. Aino @ Wyburg,—21,124 deals and boards, Price & Co. Constantine @ Riga,—659 sawn, 7,355 sleeper blocks, Burt & Co. Marmion @ Riga,—928 sawn, 8,128 sleeper blocks, Burt & Co. Edward @ G..."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p002.txt",54,Cort Adelaer,351,LOW,STANDARD,5,5,0,0,16,5,4,"June 21. Cort Adelaer @ Frederiksvoern,—5,079 pcs. mining timber, 540 pcs. pit props, W. Southern & Son. Kongsryggen @ Christiania, —12,487 pcs. pit props, order. Tjelwar @ Wisby,—330,049 pcs. staves,..."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p002.txt",55,Thetis,412,LOW,STANDARD,7,7,0,0,17,7,6,"June 22. Thetis @ Risoer,—2,393 pcs. mining timber, 34 pcs. props, J. Atkinson & Son. Speculationen @ Laurvig,—8,442 pcs. pit props, Order. Carl @ Uddevalla,—28,372 pcs. pit props, P. Bell & Co. Gosse..."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p002.txt",60,J. H. Epping,540,MEDIUM,STANDARD,7,7,1,0,24,7,6,"June 29. J. H. Epping @ Riga,—14,780 pcs. lathwood, Order. Sunderland @ Oscarshamn,—quantity pit props, P. Bell & Co. Ida Charlotte @ Oscarshamn,—quantity of staves and headings, Order. Isabella @ Que..."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p002.txt",61,Avance,519,MEDIUM,STANDARD,8,8,0,1,18,8,7,"July 3. Avance @ Riga,—3,219 pcs. deal ends, Order. Samfrid @ Wyburg,—3,526 pcs. deals and battens, Order. Urda @ Laurvig, —1,149 pcs. mining timber, Order. Varde @ Laurvig,—1,538 pcs. staves, Order. ..."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p002.txt",65,Maria,2107,HIGH,STANDARD,29,37,0,0,93,29,28,"E. S. Jobson & Co. Maria @ Uddavalla,—3,173 pcs. pit props, E. S. Jobson & Co. Charlotte @ Uddavalla,—3,173 pcs. props, E. S. Jobson & Co. Foreningen @ Calmar,—7,152 pcs. props, Order. Oscarshamn,—6,2..."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p002.txt",109,Seladen,686,MEDIUM,STANDARD,9,10,0,0,38,9,8,"Seladen @ Drammen,—95,021 boards, Jones & Nash. Primula @ Fredrikstadt,—36,270 boards, G. M. Barnes. Ringwood @ Charlotte Town, P.E.I.,—1,500 deals, &c., 686 boards, Pearse & Son. Themis @ St. John, N..."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p004.txt",9,Augusta,593,MEDIUM,STANDARD,8,10,0,0,30,8,7,"June 23. Augusta @ Fredrikstad,—6,079 pit props, H. Burrell. Holmestrand,—5,809 pit props, J. T. Salvesen & Co. Edvina @ Drammen,—3,328 battens, J. T. Salvesen & Co. Allison @ Riga,—438 pcs. timber, 4..."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p004.txt",17,Caroline,323,LOW,STANDARD,6,6,0,0,9,6,5,"June 19. Caroline @ Riga,—1,300 sleepers, Calder & Co. Auguste @ Holmstad,—2,897 props, Forbes & Co. Edvina @ Christiania,—6,676 props, W. Donaldson. Ellen @ Krageroe,—2,715 props, Forbes & Co. Inverm..."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p004.txt",20,Ceres,308,LOW,STANDARD,5,6,0,0,11,5,4,"June 23. Ceres @ Dram,—2,000 props, 3,092 props, Denholm & Co. Ida @ Stromstad,—3,635 props, Denholm & Co. Frithiof @ Risoer,—6,142 props, Love & Stewart. S. J. L[?]diefurd,—6,458 props, W. Donaldson...."
"6. 90-93 - July 7 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p004.txt",54,Reports from the log,916,MEDIUM,UNKNOWN,0,0,3,0,6,1,0,Reports from the log-driving streams upon which this market depends are still very discouraging as to the probabilities of getting the logs. The prospects of the Menominee and other streams tributary ...
6. p. 140-142 - Imports - August 6 1887 - Timber Trades Journal 1887_p001.txt,26,Stabling and,310,LOW,OTHER,0,1,0,0,5,1,0,"Stabling and offices—For erection of a range of stabling and offices, to be built at Burbage, Wiltshire, for the Marquis of Ailesbury. Drawings may be seen at the Estate Office, Savernake Forest, Marl..."
6. p. 140-142 - Imports - August 6 1887 - Timber Trades Journal 1887_p001.txt,34,fide tender.,503,MEDIUM,OTHER,0,2,0,0,11,1,0,"fide tender.  LONDON, W.—Entrance Lodge—For erection of an entrance lodge at the Baron’s Court entrance to Hammersmith Cemetery, Fulham, for the Hammersmith Burial Board, in accordance with plans and ..."
6. p. 140-142 - Imports - August 6 1887 - Timber Trades Journal 1887_p002.txt,107,Bele,411,LOW,HYPHEN_SEMICOLON,0,0,11,7,26,1,0,"Bele (s)-Gothenburg-208 pkgs. mouldings-S. Brown; 290 pkgs. mouldings, 294 pkgs. skirtings-W. R. Crow & Son; 528 pkgs. mouldings, 20 pkgs. trellis, 355 pcs. doors-J. Sandell & Co.; 1,191 bdls. mouldin..."
6. p. 32-35 - Imports - July 11 1885 - Timber Trades Journal 1885_p001.txt,6,Berwick,470,LOW,UNKNOWN,0,0,2,2,28,1,0,"Berwick-on-Tweed, 7 pcs. oak, 97 birch, 41 do. elm, 137 do. white pine, 7 do. ash, 3,026 stds. pine deals, 737 do. ends, 230 pipe staves, Smith, Wade, & Co.; Columbus, Liverpool, 76 pcs. oak, 100 do. ..."
"6. p. 378 - March 17 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 4 1877.txt",77,Baltic,618,MEDIUM,STANDARD,7,8,0,0,26,7,6,"Baltic @ Drammen,—71,806 boards, 447 pcs. timber, 266 deals, 557 deals, 598 pcs. timber, Order. Jane @ St. John's, N. B.,—11,811 deals, and 538 ends, 8 frames, 7,000 palings, Sundry Consignees. Willie..."
"6. p. 378 - March 17 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 4 1877.txt",78,Francisca,527,MEDIUM,STANDARD,8,9,0,0,18,8,7,"Francisca @ Rangoon, 175 planks, 40 ventilators, Order. Atlantic @ Basslin,—40 ventilators, 215 planks, 25 pcs. teak, Order. England (s) @ New York,—4 logs, cedar, Whithoff & Co. Gambetta @ Constantin..."
"6. p. 378 - March 17 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 4 1877.txt",81,Anna,588,MEDIUM,STANDARD,7,7,0,0,24,7,6,"Anna @ Porsgrund,—1,561 pcs. poles, 2,348 pcs. props, W. D. Coxon. Audacia @ Lillesand,—5,464 pcs. poles, 4,079 pcs. mining timber, E. S. Jobson & Co. Eden @ Krageroe,—263 round timber, 1,710 pcs. min..."
"6. p. 91-94 - July 10 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",7,Helme Fredrika,463,LOW,STANDARD,6,6,0,3,18,6,5,"July 1. Helme Fredrika @ Christiansand,—staves, Order. Johanna @ Drontheim,—5,650 battens, Order. Reedar @ Gefle,—9,638 pit props, Hall Bros. Prospect @ Gefle,—9,787 pcs. pit props, P. Osbeck; a qnty...."
"6. p. 91-94 - July 10 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",8,Tvende Familier,459,LOW,STANDARD,9,8,0,0,16,9,8,"July 2. Tvende Familier @ Christiansand,—77,000 pcs. staves, Order. Sophie @ Memel,—8,612 pcs. deals, Order. Castor @ W. Southern & Sons. Juliane @ Laurvig,—11,633 pcs. props, 1,410 battens, Hall Bros..."
"6. p. 91-94 - July 10 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",10,Walhalla,386,LOW,STANDARD,4,7,0,0,15,4,3,"July 5. Walhalla @ Laurvig,—15,224 pit props, Order. Porsgrund,—18,033 poles, 568 props, Peacock Bros. Cathrine @ Laurvig,—1,331 pcs. mining timber, 852 pcs. props, Order. Skutskar,—4,806 pcs. deals, ..."
"6. p. 91-94 - July 10 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",11,Phoenix,359,LOW,STANDARD,6,6,0,0,16,6,5,"July 5. Phoenix @ Sundswall,—402,096 pcs. staves, Order. Cort Adeler @ Laurvig,—911 pcs. props, 2,248 pcs. battens, Syman, Bell & Co. Active @ Christiansand,—114,000 pcs. staves, Wm. Southern & Son. C..."
"6. p. 91-94 - July 10 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",12,Antagonist,755,MEDIUM,STANDARD,9,9,0,0,38,9,8,"July 6. Antagonist @ Nyvik,—423 pcs. deals, 6,380 pcs. boards, T. C. Hardy & Co. Jenne Fernand @ Drammen,—8,797 pcs. pit props, Syman, Bell & Co. Antor @ Christiansand,—18,406 pcs. pit props, Order. E..."
"6. p. 91-94 - July 10 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",27,Iduna,384,LOW,STANDARD,5,5,0,0,18,5,4,"July 2. Iduna @ Gefle,—9,841 pcs. deals, battens, and boards, J. Rhodes & Co. Catherine @ Gefle,—8,221 pcs. deals, battens, and boards, J. Rhodes & Co. Constance @ Gefle,—15,113 pcs. deals, battens, a..."
"6. p. 91-94 - July 10 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",32,Beata,591,MEDIUM,STANDARD,9,9,0,0,28,9,8,"Order. Beata @ Gefle,—4,214 pcs. deals, J. Rhodes & Co. Matilda @ Gefle,—14,911 pcs. battens and boards, J. Rhodes & Co. Matilda @ Gefle,—6,330 pcs. deals, Harrison & Singleton. Matilda @ Memel,—6,330..."
"6. p. 91-94 - July 10 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",33,Preciosa,477,LOW,STANDARD,7,6,0,0,23,7,6,"July 5. Preciosa @ Laurvig,—1,340 pcs. square timber, E. S. Jobson & Co. Oscar @ Sundswall,—8,101 pcs. deals and boards, J. Rhodes & Co. Christine @ Ahlafors,—25,884 pcs. board ends, J. Rhodes & Co. C..."
"6. p. 91-94 - July 10 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",34,Patriol,1497,HIGH,STANDARD,23,22,0,0,59,23,22,"July 6. Patriol @ Gefle,—9,695 pcs. deals, battens, and boards, J. Rhodes & Co. Frans @ Gefle,—11,482 pcs. deals, battens, and boards, T. Walker & Co. Carl XI. @ Gefle,—6,895 pcs. deals, battens, and ..."
"6. p. 91-94 - July 10 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",35,Penelope,796,MEDIUM,STANDARD,12,10,1,0,28,12,11,"July 7. Penelope @ Nyhamn,—9,558 pcs. deals, 238 pcs. red-wood square timber, Jas. Rhodes & Co. Courier (s) @ Skutskar,—20,814 pcs. deals, battens, and boards, R. Wade, Sons & Co. John Reay @ Aura @ W..."
"6. p. 91-94 - July 10 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p003.txt",49,Iceland,321,LOW,STANDARD,4,4,0,0,7,4,3,"June 28. Iceland @ Cronstadt,—50 loads lathwood, J. Smith & Co. Annie Laurie @ Quebec,—22 oak, 30 elm, 22 ash, 50 loads lathwood, Mitchell, Somerville & Co. Adriatic @ Quebec,—22 oak, 30 elm, 118 cher..."
"6. p. 91-94 - July 10 1875 - Imports of Timber, &c. - Timber Trades Journal Vol. 3 1875_p004.txt",40,Bruce,350,LOW,STANDARD,2,2,0,0,18,2,1,"July 5. Bruce @ Quebec,—43 pcs. red pine, 461 pcs. white pine, 43 pcs. hickory, 43 pcs. white oak, 834 pcs. red pine, 461 pcs. white pine, 461 pcs. ash, 2,932 pine deals, 3,600 pipe staves, 8,400 W.O...."
"7. 106-110 - July 21 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p002.txt",2,Minerva,2729,HIGH,STANDARD,37,42,2,0,106,37,36,"Order. Minerva @ Quebec,—3,587 deals, 28,211 boards, 19,696 pcs. deals and boards, 88 doz. scantlings, Order. Annie M'Navin @ Richibucto,—10,327 deals, &c., 763 scantlings, Order. Lydia @ Richibucto,—..."
"7. 106-110 - July 21 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p002.txt",4,Trelawny,497,LOW,STANDARD,7,6,0,0,13,7,6,"Trelawny @ Demerara,—193 logs timber, San Ibach & Co. Amazone @ Puerta Plata,—100 pcs. logs satinwood, 3,289 pcs. spars, 3 t. lignum vitæ, 50 t. logwood, 5 pcs., 133 logs, 41 curls mahogany, Sundry Co..."
"7. 106-110 - July 21 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p002.txt",44,Familien,4116,HIGH,STANDARD,59,55,2,0,162,59,58,"Familien @ Helsingfors,—7,587 pcs. deals and boards, R. Wade, Sons, & Co. Magna @ Quebec,—136 pcs. oak, 468 white pine timber, and 3,415 pcs. deals, T. Walker & Co. Tre Venner @ Riga,—4,988 deals and ..."
"7. 106-110 - July 21 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p002.txt",78,Askoy,709,MEDIUM,STANDARD,12,12,0,1,22,12,11,"Askoy @ Quebec,—13,748 deals and ends, Bennetts & Co. Vasa @ Wyburg,—17,520 battens and boards, 1,451 pcs. lathwood, Order. Laine @ Abo,—11,831 deals, Wintringham & Son. Adolf @ Bjorneborg,—609 sawn, ..."
"7. 106-110 - July 21 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",3,boards Bennetts & Co. Forsaget,551,MEDIUM,STANDARD,8,8,0,1,16,8,7,"boards Bennetts & Co. Forsaget @ Soderhamn,—8,440 deals and boards, Bennetts & Co. Umea @ Umea,—22,867 battens and boards, J. Chapman & Co. Revello @ Darien,—599 pcs. pitch pine, 395 deals, Bennetts &..."
"7. 106-110 - July 21 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",11,Julie,533,MEDIUM,STANDARD,4,4,0,0,22,4,3,"July 10. Julie @ Quebec,—112 pcs. oak timber, 93 pcs. birch timber, 129 pcs. elm timber, 36 pcs. ash timber, 693 pcs. white pine timber, 11 pcs. butternut timber, 3,546 pcs. deals, 1,009 pcs. deal end..."
"7. 106-110 - July 21 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",17,Sylvester,419,LOW,STANDARD,5,5,0,0,22,5,4,"July 17. Sylvester @ Quebec,—87 pcs. oak, 111 pcs. elm, 88 pcs. red pine, 908 pcs. white pine, 2 pcs. wood, 2,500 fir staves, J. Black & Co. Emanuel @ Quebec,—53 pcs. oak, 53 pcs. elm, 20 pcs. red pin..."
"7. 106-110 - July 21 1877 - Imports of Timber, &c. - Timber Trades Journal Vol. 5 1877_p003.txt",18,Bolivia,1194,HIGH,STANDARD,13,13,0,0,37,13,12,"July 18. Bolivia @ West Coast of Africa,—24,500 billets ebony, R. & W. King. N. Churchill @ Sorel and Quebec,—21,526 deals, Robinson, Son, & Co. Sally @ Quebec,—1,569 pcs. yellow pine, 2,389 deals, 33..."
